aspect term	category	polarity	text
;feedback;office hours	 approachable approachable	 positive positive	He does provide feedback and offers office hours
;exams	 exam	 positive	His exams are not hard, you just need to know what formulas to apply.
;teaches	 teacher	 negative	He teaches you how things work when they are wrong, but doesn't explain how things work when it works correctly.
;teacher	 teacher	 psoitive	Randy really is a great teacher.
;null	 teacher	 positive	Randy is hilarious and a really nice guy.
;class	 teacher	 positive	I loved going to class.
;old school teaching	 teaching	 negative	Cook has been at it a long time and is the definition of old school teaching.
;help	 approachable	 positive	willing to help if you ask.
;null	 teacher	 negative	this lady is CRAZY!
;class	 class	 positive	Also if you go to the last class, you'll get a full overview of the whole class in about 20 seconds.
;null	 teacher	 negative	it was god awful.
;null	 teacher	 positive	really nice guy.
;null	 approachable	 positive	His tips are invaluable, and he helped me land the position I want with some great interview tips.
;null	 teacher	 positive	Really passionate and all around awesome.
;downward scale	 grading	 positive	He graded on a downward scale.
;clac ii	 teacher	 neutral	Literally a sad excuse for calc II.
;null	 teacher	 positive	Loved him, wouldn't mind having him again.
;null;null	 teaching teacher	 negative positive	Randy is a great guy, but he is not always very clear.
;late	 late	 negative	Hates cell phones, yet comes to class 10 minutes late EVERY time.
;paper;presentation;exams;journals	 exam exam exam exam	 positive positive positive positive	Unlimited paper, presentation, 2 exams (15%) & journals.
;class	 teacher	 negative	Avoid his class!!
;null	 teacher	 positive	Respect him and he will more than respect youback.
;textbook	 teaching	 positive	"Textbook needed if you don't have any CS or Java experience but otherwise the class is generally pretty easy.
				"
;null	 teacher	 positive	Nice Guy.
;null	 teacher	 positive	She's very personable, interesting and all around just a wonderful person!
;examples;outline;paper	 teaching teaching teaching	 positive positive positive	Mr.Everett was the best he explained everything clearly, gave mulptiple examples, and gave students a outline on how to write the paper.
;classes	 teaching	 negative	Nothing came clear to me any classes.
;si sessions	 approachable	 positive	Doesn't mesh well with my style, however the SI sessions were the only reason I passed the class!
;teach	 teacher	 negative	he doesn't teach
;null	 teacher	 neutral	He's nice and funny but he's not great.
;lectures;null;expectations;exams	 teaching teacher exam exam	 positive positive negative negative	Nice guy, interesting lectures, BUT unrealistic expectations on exams.
;null	 teacher	 positive	I would recommend. 
;tests;reading	 exam exam	 positive positive	There is a bit of reading, but he tells you EXACTLY what will be on the tests beforehand and they are pretty easy if you study hard and do all reading.
;lectures	 teaching	 negative	Never got anything out of his lectures.
;null	 teacher	 positive	I had a good experience with Mr. Everett.
;null	 course	 positive	Some of his students complain but he is NOT hard at all.
;teacher	 teacher	 positive	He is a great teacher and he is sexy!
;null	 grading	 positive	Everett is fair and doesnt really care what side you choose, just support it!
;professor	 teacher	 positive	This is the professor to take if you are or want to remain excited in the field of sociology or criminology.
;null;null	 teacher approachable	 negative negative	Very arrogant man, which made him unapproachable for help.
;discussions	 answering	 positive	And the discussions were soo much fun and sometimes heated.
;null	 teacher	 neutral	She is very opinionated and isn't afraid to say whats on her mind.
;topic	 teaching	 negative	During class time, there is a lot to go over but he gets off topic.
;lecture notes	 teaching	 positive	Nice lecture notes, good at explaining.
;null	 teacher	 positive	BEST TEACHER EVER!!
;lecture	 teacher	 negative	I got more help at the tutoring places than going to lecture all semester.
;teaching	 teacher	 negative	he should stop teaching hes older than the dust in the air.
;null	 teacher	 positive	She does not expect that much from you and if you are interested in poly sci you will enjoy her take on things.
;tests;short essay	 exam exam	 neutral neutral	His tests aren't too bad if you study, but he does require a short essay to be written WHILE IN CLASS.
;professor	 teacher	 negative	I wonder how the math department could hire such crappy professor.
;null	 teacher	 positive	;)
;b	 grading	 positive	i took this class in 2010.If you cnt get at least a B in this class,you got real problems.
;null	 teacher	 positive	LOVE LOVE LOVE LOVE her!!!!
;class 151	 teacher	 neutral	His class 151 is great, however I would find it to be more difficult if I had not taken AP Bio in high school.
;teaching	 teaching	 negative	He honesty doesn't care about his students success and Is terrible at teaching.
;class	 course	 positive	This class was an easy summer class.
;questions	 exam	 negative	loves trick questions
;concepts	 relevant	 negative	He tends to try to branch out to other concepts that aren't relevant.
;grader	 grading	 positive	Easy Grader!
;class	 teacher	 neutral	Goes on tangents every class and teaches for maybe half the class.
;quizzes	 exam	 neutral	There are quizzes every Friday, but sometimes they are open note/mouth.
;english teacher	 teacher	 positive	Rumor has it he's the easiest english teacher at CTC.
;midterm and final	 exam	 positive	Midterm and final are eassy.
;prof	 teacher	 positive	Best prof I had.
;null	 teacher	 neutral	If you took Math 127 and actually understood the material, not just did well on the exams because of the cheat sheet, you'll have no problem.
;class	 teacher	 positive	Never bored you in class.
;grades	 grading	 positive	Also, it's not super clear what he's looking for, but he grades generously (we think).
;null	 teacher	 positive	Easy to approach and good sense of humour.
;lectures	 teaching	 positive	"The lectures are also filmed and uploaded on the course website (same day) so you ""go to lecture"" on your own time (at double speed)."
;null	 teacher	 positive	Is too hard-headed.
;neutrality	 teacher	 negative	I question her neutrality
;project-based class and had three intensive team projects	 course	 neutral	This was an entirely project-based class and had three intensive team projects.
;null	 teacher	 neutral	If you write them down and use them to study you should be fine.
;null	 approachable	 positive	He's always there to help.
;teach	 presentation	 negative	he doesn't show you how to apply anything, and what he does teach he teaches in the most round about and confusing way possible.
;class	 course	 negative	Even with prior knowledge from AP Bio, his class is extremely difficult.
;material	 teaching	 negative	The material is not too hard but he makes it very confusing.
;professor	 teacher	 positive	Very friendly and helpful, I enjoy having him as my professor.
;lectures	 teaching	 negative	He is a really nice person, but his lectures are not helpful at all.
;class	 teacher	 positive	She makes class interesting and I actually looked forward to her class.
;null	 exam	 negative	The wording can be very tricky, he likes to combine many things.
;teach	 teacher	 negative	Thurlow is a nice man, but he simply cannot teach.
;null	 teacher	 negative	Oh, she is kinda all over the place.
;null	 grading	 positive	Turn something in, get an A.
;discussions	 answering	 positive	I took this class Friday mornings and every week we had great discussions.
;hard grader	 grading	 positive	If you want an A in this class you have to read the book and assigned articles, as well as prepare for quizzes, she is a hard grader so you won't get away with not knowing the material on the exams. 
;prof	 teacher	 positive	Christopher is the best Prof at west ga. she is very very helpful with everything.
;study guide	 exam	 negative	The study guide she gives has nothing to do with the exam.
;teach	 teaching	 negative	Cook is a really sweet and funny old man but certainly doesn't know how to teach.
;teach	 teaching	 positive	He does NOT teach from the book.
;class	 teacher	 positive	Challenging but rewarding class. 
;class	 teacher	 negative	This class is by far the WORST class Ive ever taken at UMASS.
;class;reading;assignments	 attendance exam exam	 neutral neutral neutral	Do the reading, come to class, and make a block of time to write your assignments each week.
;writing;grammar	 exam exam	 neutral neutral	I do not think I'll take Prof. Everett next semester, but if you choose to, you better be on top of your writing and grammar game.
;teaching style	 teaching	 negative	His teaching style is random and he does a horrible job of actually explaining the material.
;null;null	 approachable teacher	 positive positive	Randy is a great guy and is there for you.
;null	 teacher	 positive	I enjoyed working with Mr. Everett.
;professor	 teacher	 positive	She is a great professor and is really there for her students I would recommend anyone to take her!
;prof	 teacher	 positive	I'd say he's the best prof I had this year.
;journals to do for each chapter, two test, and a group presentation	 exam	 neutral	You have journals to do for each chapter, two test, and a group presentation but when you're in the class all you do is talk.
;technology	 knowledge	 negative	"As far as technology goes, he has no idea what a computer is, and will constantly refer to it as ""the machine."" Thank god i took calc in high school, or else i wouldve prob failed"
;null	 teacher	 neutral	He is extremely confusing but if you sit up front and persevre and ask questions you'll get the material and an A.
;professors	 teacher	 positive	one of the best professors i have ever had.
;teaching method	 teaching	 positive	Easy to understand teaching method.
;course	 teacher	 positive	should definitely take this course!!
;teaching style	 teaching	 negative	Completely checked out and his teaching style shows.
;null	 approachable	 positive	he does help with some things and you can always ask him for extra help.
;tests	 grading	 positive	I thought I was going to get a D since I did bad on most tests but i ended with a decent grade so i can't complain.
;teacher	 teacher	 positive	By far the greatest teacher i have ever had!
;professor	 teacher	 positive	I am honored and proud to have had him as my professor!
;learned	 teacher	 positive	If you put the work in, you'll notice that you've learned more than you would have in a normal class.
;null;philosophy	 teacher teaching	 positive negative	Nice lady but has no business teaching Philosophy.
;unprepared	 teaching	 negative	He is completely unprepared for class.
;jokes	 teacher	 negative	Horrible jokes.
;lectures;homework	 teaching exam	 negative negative	His lectures were kind of all over the place sometimes and often the homework problems were different from the problems he went over in lecture which was frustrating.
;learn	 teacher	 negative	You really learn nothing but are required to know a ton of BS for the midterms.
;clicker questions	 teaching	 positive	Clicker questions in class are the key.
;course	 teacher	 positive	This course is a high school-repeat.
;issue;response	 approachable approachable	 negative negative	When student has issue, it takes him forever to response.
;teacher	 teacher	 positive	Good teacher that means well but you better be ready to read the text if you want an A
;tests	 exam	 positive	Tests are LONG but fairly easy if you paid attention
;null	 teacher	 positive	He encourages critical thinking instead of memorizing.
;professor	 teacher	 positive	Love this professor!
;null	 teaching	 positive	Some may call this wanting you to believe what he does... but he is really just trying to get you to think OUTSIDE the box.
;grade	 grading	 negative	I had to really work in this class to get the grade I wanted.
;course	 course design	 positive	A surprisingly challenging course.
;null	 teacher	 positive	I personally love her, this is the 2nd class I'm taking with her and I'll take another if I can.
;null	 teacher	 negative	He speaks kinda softly and makes you sleepy.
;exams	 exam	 negative	Exams sucked
;exam	 exam	 negative	Even the TA can't figure out what Cook is asking in exam questions.
;owls	 exam	 negative	He doesn't prepare you well for the tests at all, and the owls are a pain.
;test	 exam	 negative	The material on the tests is so random compared to what he teaches in class.
;courses	 course	 positive	The courses he teaches are the easiest calcs offered at UMass.
;course	 teacher	 negative	very personable, wants to know everyone, but try someone else for this course.
;class	 class	 negative	Take any other professors class other than his.
;test	 exam	 negative	Doesn't explain anything that is on the test!
;null	 teacher	 positive	Of course, studying math always takes effort and sometimes tedious, but his class inspired me to learn more and keep going. 
;work	 course	 positive	A lot of work, but enjoyable.
;null	 answering	 positive	She loves when you participate and are aware of current events.
; material and quizzes and tests	 exam	 neutral	The material and quizzes and tests can be hard but if you go to review and SI sessions you will be fine.
;null	 teacher	 negative	he doesn't use numbers in his problems ever even if a student yells to him that he should.
;null	 teacher	 positive	extremely helpful and fun class!
;class	 teaching	 positive	I wasn't too excited about going to this class in the beginning but she made the class so fun and interesting it was enjoyable.
;extra credit	 grading	 positive	However, she gives ample opportunities for extra credit,truly understands the subject matter, and it is definitely possible to get an A.
;professor	 teacher	 positive	Great Professor !!
;class	 teacher	 positive	this class is mostly a huge therapy session and has been great fun so far.
;null	 teaching	 negative	He goes pretty fast so use a laptop or record it.
;quizzes and tests	 exam	 neutral	All his quizzes and tests are true/false.
;class	 teacher	 positive	She is a beast and makes class super fun.
;null	 teacher	 positive	This Brother is an awesome teacher, ask him any question and you'll get the answer on the spot!
;quizzes	 exam	 positive	It is good cuz no quizzes, which means you dont have to do if you dont want to.
;null	 teacher	 positive	Randy is amazing, he's considerate, funny and kind.
;null	 teacher	 neutral	Cooks an awesome guy, but now he's so old he does not care at all.
;professor	 teacher	 positive	She is a wonderful professor.
;null	 teacher	 positive	If you don't mind getting into the actual theory behind basic calculus, Cook is great.
;null	 teacher	 positive	SHE IS THAT GREAT!
;null	 approachable	 positive	However, Professor Christopher was very helpful and responds to emails pretty quickly.
;null	 teacher	 negative	You can redo homework a million times but Wiley is annoying.
;professor	 teacher	 positive	Randy is my favorite professor this semester.
;professors	 teacher	 positive	Professor Christopher is by far, one of the best professors on campus.
;class	 teaching	 positive	She makes a terrible class not so bad!
;information	 knowledge	 negative	He has no information about the class posted on his site.
;class	 course	 negative	This was the toughest class I have taken so far.
;null	 teacher	 negative	If it wasn't a required course, I would avoid him.
;3 major projects	 exam	 neutral	The semester consists of 3 major projects, no tests.
;null	 approachable	 positive	This guy is really helpful if you go to his office hours.
;null	 knowledge	 positive	Very funny and she knows what she's talking about based on her stories of experience.
;class	 course	 positive	Overall it was a good class though!
;class	 relevant	 positive	I learned alot from his class.
;feedback	 approachable	 positive	Excellent feedback on resumes and papers.
;null	 teacher	 positive	He really wants his students to understand and is willing to help out a lot.
;lectures	 teaching	 negative	You really need to teach yourself the material in order to pass because his lectures are all over the place.
;interpretation;writings	 grading grading	 negative negative	Even more so if it strays from his interpretation of the writings.
;null;course	 teacher course design	 positive positive	She really brought the class together and the course was really interesting.
;exams	 exam	 negative	Tough truefalse exams.
;lectures	 teaching	 positive	As long as you focus on what he says during lectures, it's pretty clear cut.
;null	 teacher	 positive	One of my fav profs of all time.
;null	 approachable	 positive	TAs were a lot more helpful.
;null	 teacher	 positive	Professor Schurter is by far the best, and one of the best teachers at UMass period.
;teacher	 teacher	 negative	Not a good teacher
;null	 teacher	 positive	She's super fun and her class is always exciting!
;grade	 grading	 positive	if you put in the work, she will grade fairly
;lecture	 presentation	 negative	Make sure you're well-rested before you come to class, because it's the typical lecture and you might fall asleep otherwise.
;exams	 exam	 negative	Also, he is out to get you on the exams.
;null	 knowledge	 positive	Mr. Everett is extremely passionate and knowledgeable about what he does and just wants the students to do their part to make the class a success.
;students	 teacher	 positive	He is one of the few professors who actually cares about his students as individuals.
;essay	 exam	 positive	If you can write a decent essay you will do fine.
;null	 teacher	 positive	IT WAS A TRUE PLEASURE TO BE IN HER CLASS
;class	 teacher	 positive	She's a total MILF as well which makes class even better
;class	 class	 neutral	This class is not easy as an 8 week class, but if you follow JE's outline you can do all the work during the week and have weekends off.
;practice exam	 exam	 positive	One of our tests was the practice exam.
;english credit	 course	 positive	If you just want an easy English credit, this is not the class for you.
;tests;null	 exam grading	 negative positive	Definitely expects hard work and tests can be difficult but grades fairly and the classes aren't a problem if you study.
;review/exam guides	 exam	 positive	It really helps since he hands out review/exam guides.
;lectures	 teaching	 positive	Lectures aren't clear so you have to teach yourself a lot of things.
;explaining	 teaching	 positive	While most people in this class dont enjoy the subject, he does a good job explaining an otherwise boring subject.
;elementary school;skill level	 teaching teaching	 negative negative	He basically taught as if the students were of the elementary school skill level.
;null	 teacher	 negative	Everyone else should forget taking her.
;tests;teach	 exam teaching	 negative negative	does not teach the material and tests are completely different from what he talks about.
;retire	 teacher	 negative	Please retire...you waste our time.
;null	 grading	 negative	He grades hard, no slack.
;null	 teaching	 positive	IT'S A RESEARCH CLASS SO YOU WILL HAVE TO DO SOME WORK BUT SHE MAKES EVERYTHING VERY EASY AND UNDERSTANDABLE.
;null	 teacher	 positive	Professor Sacher is SUCH a little sweetheart!
;null	 teacher	 positive	Professor Schurter is probably the best teacher I have had at UMass.
;null	 teacher	 positive	Thanks Professor! 
;calc;null	 course teacher	 positive negative	i took calc in hs, and like math, i found the class to be easy, but only cus i had an understanding in calc, i do not recomend cook and from what i heard about the other math teachers i dont recomend them either, cook is boring, old and doesnt teach, wish i could say something good, but nothing comes to mind
;teaching;english;classes	 teaching teaching teaching	 positive positive positive	He has a passion for teaching and English, which makes his classes fun.
;teacher	 teacher	 negative	she is the worst teacher that i have had in college she sits on her high house looking down on her student.
;null	 approachable	 positive	She will email you at 1:00 am lol, she helped me through a lot personally and school wise.
;teacher	 teacher	 negative	Worst Teacher.
;note card;questions	 teaching knowledge	 negative negative	Reads off a note card and seems to have trouble answering arbitrary but relavent questions considering her lecture material.
;lectures	 teaching	 negative	This professor is a bit unorganized but pay attention to her lectures because whatever she talks about will be on the exams.
;teacher	 teacher	 negative	This teacher is terrible.
;professor	 teacher	 negative	Easily the worst professor I've ever had.
;course	 course	 negative	The course is hard, and Randy takes this into consideration for grading.
;null	 teacher	 positive	Shes great and she thinks of the students first!
;exams	 exam	 negative	3 exams, all containing above sections.
;null	 teacher	 positive	But he's a nice guy though.
;class	 class	 negative	I hate this class!!
;hw and exams	 exam	 negative	Material on hw and exams are completely different from what he teaches.
;grader	 grading	 positive	She's an easy grader as well, not obsessed with punctuation.
;si sessions	 teacher	 neutral	Read the book, SI sessions help.
;final	 exam	 negative	His final was nothing like he said it would be.
;class	 course	 negative	Took this class and I have grown to hate it.
;null	 teacher	 negative	Lots of grey areas...
;teacher	 teacher	 negative	Possibly one of the worst teachers I've ever had.
;retired	 teacher	 negative	He might be a nice guy but he should have retired 30 years ago.
;teacher	 teacher	 negative	Hard teacher.
;bio	 teacher	 negative	He expects you to have taken bio previously and fully understand the concepts.
;teacher;course	 teacher course	 negative negative	not a good teacher.does not use exact terms from the book and makes the course look easy.there is no real learning in gossiping.if u r interested in learning 'interpersonal relationship' , stay away from this enchantra!I got A but don't recommend her
;null	 grading	 negative	But it's definately not for someone looking for an easy A.
;class	 teacher	 positive	Overall his class is not bad at all.
;teacher	 teacher	 positive	He is a great teacher
;null;reviews	 answering approachable	 positive positive	Allows you to ask questions and holds reviews every Thursday night for Friday quizzes.
;null	 teacher	 positive	She is hilarious and very real.
;class	 teacher	 negative	did not fare well in his class
;participation	 answering	 negative	Very harsh on participation.
;null	 teacher	 neutral	He could improve if he solves more math than talk about it.I suggest he should come to class if he cant speak and stop using sign language.
;class	 teacher	 positive	Awesome class, great professor.
;null	 teacher	 positive	Dr. Sacher is a really sweet, funny woman.
;relates	 relevant	 positive	She relates all of our sections with her past life experiences.
;sociology	 teacher	 positive	She loves sociology & it shows.
;attitude	 teacher	 negative	She always carries a 'my way or the highway' attitude.
;discussion	 answering	 positive	She focused on main events and really engaged the class in discussion.
;lectures	 teacher	 positive	He's pleasant and definitely not boring; I learned a lot from his lectures.
;interpersonal communications class	 teacher	 positive	Definetely take her Interpersonal Communications class!!!!
;professor	 teacher	 positive	Professor Schurter is by far the best professor I've had at UMass.
;null	 teacher	 positive	Mister Monotone!
;self-teaching	 teacher	 positive	You do a lot of self-teaching using the book and HW.
;null	 teacher	 neutral	A great guy, sort of a funny but quirky sense of humor.
;grading criteria	 grading	 negative	He does not explain clearly  his grading criteria but picking  ridiculously  on some detail that unnecessary.
;help	 approachable	 positive	Incredibly nice and will go out of his way to help you, so long as you ask.
;material;notes;class;office hours;help	 teaching teaching teaching approachable approachable	 neutral neutral neutral neutral neutral	If you work hard, read all the material, pay attention and take notes during class, and see him during office hours when you need help, you will do well.
;grades	 grading	 positive	Not too hard to figure out what her politics are, but she grades fair.
;discussions	 answering	 positive	Truly engages the class in meaningful discussions and she cares about her students...I've taken this teacher twice for a reason, she is one of MSU's finest.
;lecture;course work	 teaching exam	 positive positive	Well-organized lecture and tough course work (programming assignment.)
;null	 teacher	 neutral	Kind of tough, but she gets a lot more laid back in upper level classes.
;class	 teacher	 positive	Highly recommend taking his class.
;null	 teacher	 positive	Relatable and funny, tells how it is not what society says.
;null	 teacher	 negative	She's very bias towards the Political Science students.
;nu;;	 teacher	 positive	Fun and cool.
;null	 teacher	 positive	If you can, make space in your schedule for this class over any other professor.
;null	 teacher	 positive	Took her 3 times throughout college and would take her again anytime i had a chance to.
;overall	 approachable	 positive	She really cares about her students and would help them anyway she can!
;exam	 exam	 negative	some things he teaches in class arent in the book so theres no way to study some of it, and before the final he tries to teach us new stuff whispering all throughout (cold) and there was 2 pages of that on the exam.
;professor	 teacher	 positive	Professor Everett is the best online professor I have taken!
;tests	 exam	 neutral	Tests are fairly tough but she prepares you as long as you show up.She does NOT tolerate any you-know-what and DO NOT show up late.
;teacher	 teacher	 positive	GREAT TEACHER, SHE IS TRULY A SWEETHEART.
;class	 teacher	 positive	Her class is sofun
;effort	 teacher	 positive	He was challenging but I learned a lot and I really appriciate the effort he put in to his students.
;null	 teacher	 positive	But he is a good person, just needs to teach more clearly/direct.
;class	 course	 negative	This class stressed me out beyond belief because I hadn't the slightest clue of what was going on.
;professor	 teacher	 positive	If profanity bothers you don't taker her because she does curse, but she's an amazing professor and passionate about criminology.
;section	 teacher	 positive	Take his section and you won't regret it.
;null	 teaching	 positive	No need to buy text book as she gives you everything you need to know in class.
;lectures	 teaching	 positive	Lectures are interesting.
;teaching	 teaching	 positive	What I didn't enjoy, however, was his poor teaching.
;grades	 grading	 negative	My God, where do I begin?  She grades like it's a level three political science course.
;class	 teacher	 neutral	This class is not based on memorization, its all about applications.
;questions	 exam	 negative	Most questions we had never even seen before.
;help;english	 approachable approachable	 neutral neutral	I recommend taking advantage of his help if English is not your forte.
;emails	 approachable	 negative	He doesnt reply emails or put anything on Moodle.
;class	 teacher	 positive	I was always excited about coming to her class everyday.
;essays	 grading	 neutral	Yes, gives 4-5 essays, but he outlines exactly what he expects when grading.
;lectures;clickers	 teaching teaching	 positive positive	"Neat lectures and uses ""who wants to be a millionare"" clickers."
;null	 teacher	 negative	I couldnt imagine taking this class if I hadnt taken AP Bio in high school.
;null	 teaching	 negative	JE can't keep the class engaged.
;exam;null	 exam teacher	 negative positive	His exams are tough, no doubt, and you better be prepared for a quiz every Friday but most times he's pretty lenient with letting us use notes or discuss it 
;college professor	 teacher	 positive	In my opinion, he is too easy for a college professor.
;null	 teaching	 positive	Great at explaining
;class	 class	 neutral	If you pay attention in class and go to the SI sessions you'll be fine, just don't skip!
;class	 course	 negative	His class seems harder than it is because he goes on long rants about how to derive equations.
;relevant things	 relevant	 positive	Learn a lot of relevant things for the business world but have fun while doing it.
;professor	 teacher	 positive	Dr. Hora is an excellent professor who truly cares about politics and students.
;books	 teaching	 positive	Don't bother with the books, although they are really inexpensive, everything you'll read is online.
;null	 teacher	 positive	Mr. Everett is very passionate and really wants the student to perform to their potential.
;si sessions	 approachable	 positive	Attend SI sessions, definitely helpful and it will provide study guides.
;null	 teacher	 neutral	If you try, you'll do fine in her class.
;english class	 grading	 positive	This is a sophomore English class, and he grades like he means it.
;teach	 teacher	 positive	First, Professor Cook is a really a nice guy and he tries his best to teach to 300 people.
;learn	 teacher	 negative	He's a pretty funny dude in class but don't expect to learn anything....better get the book if you wanna do well....
;class	 teacher	 negative	NEVER take this class with him.
;null	 teacher	 negative	He may know what he's talking about, but no one else does.
;tests	 exam	 neutral	Tests are easy, as long as you know the information.
;c+	 grading	 neutral	I never went.. i got a C+.
;talking about the history	 teaching	 negative	He wastes his time talking about the history of equations, but the course material is not nearly as bad as it's reputation.
;gpa	 grading	 negative	Its quite lovely... Dont take this class if you value your GPA!
;material	 teaching	 positive	Cook is nice, goes over the material for a while.
;null	 teacher	 positive	You rock Kelley!
;null;lectures;group projects	 teacher relevant exam	 positive positive positive	Genuinely nice guy, really cares about helping his students, has relevant material for lectures, and group projects are helpful.
;lectures	 teacher	 negative	Means well, but lecture does not follow the book.
;exams	 exam	 neutral	His exams are mostly true or false questions and can be tricky, but if you look over the lecture slides a few times, it's not hard.
;lectures;material	 teaching teaching	 positive positive	Does a great job at explaining the material clearly, and her lectures are interesting and engaging.
;bio 151 class	 teacher	 positive	I loved Randy's bio 151 class this  year.
;exam	 exam	 negative	I walked into the final exam touting an A average, and failed the exam, which landed me with a final grade of a C. This class was absolutely horrible, and you have no choice but this man.
;teacher	 teacher	 positive	I think he's a really good teacher.
;test	 exam	 negative	The lectures, OWLs, won't prepare you for the test.
;quizzes	 exam	 neutral	She gave plenty of quizzes which were ok, I just wish she would have had power points or something.
;teaches	 teaching	 positive	He's very conceptual and teaches you the concept, expecting you to be able to apply them.
;criminology minor	 teacher	 positive	This woman made me become a criminology minor.
;professor	 teacher	 positive	Professor Phyllis was great!
;class;exams	 teacher exam	 positive negative	Overall his class is good, his exams are just really difficult. 
;lectures	 teaching	 positive	Very smart and lectures are really interesting.
;null	 teacher	 positive	yeah i agree with everyone saying that she is such a nice person.
;help	 approachable	 positive	He took time to help when needed.
;deliver concepts	 teaching	 negative	He isn't able to deliver concepts well.
;interpretation	 exam	 neutral	He would rather you reiterate the interpretation he teaches in class IF and only IF that is more persuasive and well-supported than your own interpretation.
;class	 teacher	 positive	Overall, acing this class should not be an issue if taken seriously
;lectures	 teaching	 positive	He lectures like it's a small class and there are plenty of opportunities to ask questions.
;null	 teacher	 positive	cool guy
;null	 teacher	 positive	She is so funny!
;professor	 teacher	 negative	He is by FAR the WORST professor in UMASS.
;null	 knowledge	 positive	He is also articulate and intelligent.
;pop quizzes;assignments;course	 exam exam course	 neutral neutral neutral	His pop quizzes do make reading the required assignments essential, but overall this course was a breeze. 
;class	 teacher	 positive	Randy is a funny guy, he makes the class tolerable.
;talks	 teaching	 negative	all he talks about is archimedes, galileo, isaac newton, and isaac barrow.
;si review sessiosn	 approachable	 positive	He's good just go to the SI review sessions, they really help a lot.
;calc prof	 teacher	 positive	Good calc prof!
;review sessions	 approachable	 positive	He holds review sessions before quizzes and exams and will answer any questions.
;teaching	 teaching	 negative	You actually get about 25 minutes of bad teaching in the 50 minute block.
;null;understand	 teacher approachable	 negative negative	I've never been so confused about math in my life and he does not care to help students understand the material he is teaching.
;class discussions	 answering	 positive	She makes the class discussions interesting and she cares about her students.
;null	 relevant	 positive	I learned so much and wash challenged in the best ways possible.
;teaching style	 teaching	 negative	Her teaching style did not resonate well with me.
;null	 teacher	 negative	He also focuses too much on cellular pathways and your ability to solve riddle-like questions, which doesn't actually test knowledge.
;exam	 exam	 positive	Every question on the exam is true or false based on how well you can interpret and memorize a diagram.
;classes	 teacher	 positive	One of the best classes ive ever taken!!!!!!!!
;class;mistakes	 knowledge knowledge	 negative negative	everyone in his class is smarter than he is, he always makes mistakes.How did he EVER get his PhD? PLEASE GET FIRED!!
;classes	 teacher	 positive	You will love her and especially love going to her classes!
;math	 teacher	 neutral	Math was always fun and enjoyable for me until this guy.
;quiz	 exam	 negative	There is a quiz every Friday: can vary from open notemouth to strictly test testing.
;null	 approachable	 positive	Professor Schurter is a great guy who is always there to help out with things inside or outside of class.
;teach	 teaching	 negative	He is a nice guy, but does not know how to teach at all!
;power points;lectures;test	 teaching teaching teaching	 negative negative negative	I do not recommend taking this course online because all of his lectures are 1 1/2 hour long power points that you have to watch all of to see whats on the test.
;null;reading;work	 grading exam exam	 neutral neutral neutral	Isn't going to let class out early or give you an easy A; you HAVE to do the reading and  the work!
;professor	 teacher	 positive	Randy is a funny professor!
;unclear answers	 exam	 negative	He gives unclear answers when going over questions so you are left wondering what the right answer is.
;test	 exam	 positive	Go to the reviews before each test, they help a lot.
;teacher	 teacher	 positive	The coolest teacher I've ever met.
;null	 teacher	 positive	She teaches fairly and unbiased for the most part.
;class	 teacher	 positive	I look forward to going to her class.
;teacher	 teacher	 positive	Loved the class, she is a funny teacher who will do anything you need.
;null	 teacher	 negative	He sometimes throws some random information at you.
;professor	 teacher	 positive	Great professor; love her!
;material	 exam	 negative	He also has material appearing on the exams which may not be reviewed in class.
;students	 approachable	 positive	She will do whatever it takes for students to succeed in her class.
;tests	 exam	 neutral	The math isnt that hard, but the tests are fairly meticulous, but multiple choice!
;concepts	 teaching	 positive	He really tries to make the concepts as comprehensible as possible and genuinely wants students to preform well.
;tests;class	 exam class	 negative positive	His tests are tough and his lectures can be confusing because he never really answers his own questions but its a great class.
;help	 approachable	 negative	No help.
;class	 course	 negative	Everything about this class will frustrate you.
;class	 teacher	 neutral	Effort outside the class is a necessity to get a good grade. 
;math	 teacher	 neutral	Don't take this teacher if you don't understand math.
;null	 teacher	 positive	I liked him.
;si sessions	 teacher	 positive	If you get Felipe as TA, it is HIGHLY recommended that you go to his SI sessions, especially 2 or 1 days before an exam.
;teacher	 teacher	 negative	Bad Teacher
;null	 teacher	 negative	Do not recommend.
;final grade	 grading	 negative	Even if you work hard, your final grade is left to luck.
;syllabus	 course	 negative	I took this class online and was at first very intimidated by the syllabus.
;null	 teacher	 positive	TAKE JR YEAR WRITING WITH HIM YOU WILL NOT REGRET IT
;teacher;null	 knowledge teacher	 positive positive	Good if you like a teacher who knows her stuff; you'll learn a lot in this class if you pay attention.
;null	 teacher	 positive	However, Professor Everett absolutely loves what he teaches and is passionate about seeing his students succeed.
;null	 teacher	 positive	very cool guy,a lot of info and a very bright mind.
;book	 teaching	 negative	The book is boring and pointless, because she covers it in class.
;review session	 approachable	 positive	Quiz every friday but he runs a review session himself every thursday night.
;null	 course	 positive	She tells the class real life stories related to the topics and is really easy to pass, you just gotta be there for lectures which are never boring.
;lectures	 teaching	 positive	Her lectures are great.
