aspect term	category	polarity	text
;tests	 exam	 neutral	Get some old tests and just use those to study.
;teacher	 teacher	 negative	If your not 100% comfortable with the day and time with this teacher then don't take this course.
;class	 course	 positive	The work is easy and the class is great to hear everyone else's drama and tell your own.
;teacher	 teacher	 positive	BEST teacher i've ever had, dont take this class with anyone else!
;null	 teacher	 positive	Randy is the kindest man with great humor and he really does want everyone to succeed.
;null	 teacher	 positive	Professor Schurter is by far the best, and one of the best teachers at UMass period.
;iclicker questions	 exam	 negative	Plus, he likes tricking people with the iclicker questions.
;teacher	 teacher	 positive	Best teacher at UIC.
;exams	 exam	 neutral	2)His exams are tricky on purpose, but practice off old exams.
;null	 communication	 positive	He loves to make fun of people and that my kind of person.
;null	 teacher	 negative	i am premed, and because of his work, i am now at a major disadvantage.
;teacher	 teacher	 positive	best teacher ever thanks !!
;lectures	 presentation	 negative	This guy talks too soft and lectures get boring.
;stories	 presentation	 positive	He did have good stories and class was interesting, when I went.
;null	 teacher	 negative	He also focuses too much on cellular pathways and your ability to solve riddle-like questions, which doesn't actually test knowledge.
;book;powerpoint	 exam exam	 negative negative	"Moreoever, he acknoweldged that everyone is asking what in specific to study for his tests, and his response: ""everything in the book and every slide on every powerpoint should be known 100%"" Would be reasonable if his ppts WERENT hundreds of sides"
;topic	 presentation	 negative	However, this is hard because he does not stay on topic and he throws so much info at you it is hard to know what will even be on the tests.
;grades	 grading	 negative	He grades hard, no slack.
;null	 teacher	 positive	She is da bomb.
;professor/instructor/teacher/lecturer	 teacher	 positive	By far the best professor/instructor/teacher/lecturer i have EVER seen in front of a class doing what they do best.
;tests;instructor	 exam teacher	 negative positive	The tests were really hard; but, the instructor was awesome, in a scary intense sort of way.
;class	 presentation	 positive	He covers everything you need to succeed in his class (even stuff you should already know).
;null	 presentation	 positive	Very well presented, with plenty of real life abstraction, humour and language that even non-tech students will understand.
;class	 class	 neutral	If you do the work, you will love the class!  
;exams	 exam	 positive	Hard exams, but worth it.
;null	 teacher	 positive	he da best
;teacher	 teacher	 positive	The coolest teacher I've ever met.
;professor	 teacher	 positive	The professor is really fun and intelligent.
;powerpoints	 presentation	 negative	If you like a professor with 200+ slides on his powerpoints, with each slide being nothing but paragraphs/unformatted pictures, hes your guy.
;teacher	 teacher	 positive	Great teacher.
;null	 teacher	 positive	I highly recommend it.
;exams;annectodes	 exam exam	 positive positive	His questions on exams just require you to remember his annectodes, which are actually entertaining, and to also use common sense.
;professor	 teacher	 negative	Not a very helpful professor, very frustrating class.
;lectures	 presentation	 positive	Very lively lectures especially when he does experiments in class.
;null	 teacher	 negative	Save your money, time, and GPA and take another instructor.
;null	 presentation	 positive	Plus he's really engaging.
;null	 teacher	 positive	He is a really nice guy though
;null	 teacher	 positive	This man is great, I know only one man that can teach so well.
;null	 teacher	 negative	No book use whatsoever except to teach yourself the entire course.
;office hours;information;reading	 counseling relevance relevance	 positive neutral neutral	But he can be very helpful if you go to his office hours, overall it is an interesting class with alot of information and reading is required.
;teacher	 teacher	 negative	Worst teacher...Avoid her at all costs!
;null	 teacher	 positive	SHE MADE ME SO INTERESTED IN SOCIOLOGY THAT I HAD A WHOLE NEW OUTLOOK ON IT AND CHANGED MY MAJOR TO IT.
;null	 teacher	 positive	Ha, too easy for words.
;practice exams;powerpoints;null	 exam exam grading	 positive positive positive	If you can do the practice exams and study the powerpoints well easy A
;lecture;course work	 presentation exam	 positive positive	Well-organized lecture and tough course work (programming assignment.)
;labs	 course	 negative	Labs are useless.
;midterm and final	 exam	 positive	Midterm and final are eassy.
;null	 teacher	 positive	I love her!
;null	 exam	 negative	He doesn't give very clear answers on what's right and wrong which CAN BE tricky.
;clac ii	 teacher	 neutral	Literally a sad excuse for calc II.
;assignments	 exam	 negative	Also, she limits intelligent writing with all the rules and stipulations she imposes on assignments.
;professor	 teacher	 positive	Just a great professor all around.
;course;tests	 course exam	 negative negative	i liked him a lot but the course was really boring... also the tests are insane and you realllly need to study.
;null	 teacher	 positive	She's great.
;test	 exam	 neutral	if you want an A you will have to spend sometime before the test studying.
;classes	 teacher	 positive	His classes were the highlight of my week.
;iclickers	 course	 negative	He uses iclickers and does not curve at all.
;null;exams;null	 teacher exam teacher	 positive negative neutral	He is a very very nice guy, cares for his students but you will have to make all the effort for any help you want, and if you want an A be ready to do a lot of work and learning yourself because his lectures will not get you an A on the exams, which tend to be very tricky.
;learn	 teacher	 negative	He seems like his passion for the subject is gone because he does not motivate you to learn.
;discussion	 communication	 positive	If you get engaged in the discussion, you'll do fine.
;syllabus	 course	 negative	I took this class online and was at first very intimidated by the syllabus.
;null	 teacher	 negative	Would have been better but we were forced to buy HER book for around $50+ for class, but honestly, it has very little need being there and just seems more like self promotion.
;exams	 exam	 negative	The cons were that his courses were interesting, but hard to prepare for the exams.
;class	 teacher	 neutral	Effort outside the class is a necessity to get a good grade. 
;nu;;	 teacher	 positive	AMAZING!
;null	 teacher	 positive	She is very passinate and honest.
;information	 knowledge	 negative	He has no information about the class posted on his site.
;exams	 exam	 negative	SOME QUESTIONS IN THE EXAM ARE REALLY NOT MEASURING WHAT IT NEEDS TO.
;power points	 exam	 neutral	Memorize his POWER POINTS and you will be fine.
;class	 course	 positive	this was the greatest class I have ever take at abington.
;null	 teacher	 positive	Professor Schurter is one of the best teachers I have ever had in my entire educational career.
;lectures	 presentation	 negative	You really need to teach yourself the material in order to pass because his lectures are all over the place.
;lecture;null;lab reports;problem sets;ta;exam;presentations	 regularity grading exam exam grading exam exam	 neutral neutral negative negative negative neutral neutral	You don't have to go to his every lecture and read the textbook and still managed to get B in his class.Didn't like his lab reports and problem sets because some of the TA's are really anal about how you write them!To sum up,3 exams the 4th exam is an optional exam.3 problem sets,2 lab reports and 2 presentations.
;teaching style	 presentation	 negative	Her teaching style dated.
;feedback	 counseling	 positive	Excellent feedback on resumes and papers.
;explain	 presentation	 negative	the concepts would have been easy to understand if he had any clue how to explain them.
;speaker;topic	 presentation presentation	 positive negative	He's a great speaker, but gets off topic very easily.
;null	 grading	 positive	definitely read and go to lectures and you'll be sure to get an A!
;class;null	 teacher counseling	 positive positive	very easy class and everything is clear... he's very helpful!
;feedback;participation	 counseling communication	 positive positive	Extremely clear expectations, valuable feedback, excellent participation.
;grade	 grading	 positive	he makes it relatively eay to get a good grade if you ar willing to work for it (but not teach urself)
;teacher;exams	 teacher counseling	 positive negative	He's a good teacher, but he doesn't help you prepare for exams.
;null	 teacher	 positive	I liked this professor.
;null	 relevance	 negative	THEY ARE NOT MEASURING WHAT IT NEEDS TO MESASURE.
;tests;null	 exam grading	 negative positive	Definitely expects hard work and tests can be difficult but grades fairly and the classes aren't a problem if you study.
;sense of humor;tests;questions	 teacher exam exam	 positive negative negative	He's a nice guy with a great sense of humor but his tests are hard...and he asks about questions like, what mating system do the Lake Erie water-snakes exhibit? - if you didn't read those 2 sentences from a specific chapter in the book then you're going to get the question wrong.
;instructor;knowledgeable	 knowledge knowledge	 positive positive	He's a great instructor and while a bit eccentric, he's knowledgeable, helpful, and cares about teaching.
;null;material	 teacher course	 positive negative	Great guy but the material he teaches is very boring.
;teaching	 presentation	 negative	Prof is a nice guy but he shouldn't be teaching.
;lectures;campus;evolution;class	 presentation presentation presentation relevance	 positive positive positive positive	His lectures are the best on campus so far me.Get ready for evolution and truely being able to apply what you learn when you finish this class.
;exam;genetics;evolution	 exam exam exam	 negative negative negative	The second exam was, for the most part, supposed to be based on genetics and evolution.
;riot	 teacher	 positive	Prof C is a riot in class.
;professor	 teacher	 positive	Wonderful professor.
;tests	 exam	 negative	His tests are very tricky, watch out!!
;lab work	 exam	 positive	Do all the lab work cause it will save you in the end.
;null	 teacher	 negative	Not a recommendable teacher.
;learned	 teacher	 positive	I enjoyed his class and learned a lot.
;cs106a lectures;students	 communication communication	 positive positive	I completed the entire CS106A lectures in two days .He knows how to attract students certainly not by giving em chocolates but through his teaching skills ..
;null	 teacher	 positive	Recommended to anyone wanting to transfer to a 4-year university and really be prepared. 
;null;test;knows	 presentation exam knowledge	 negative negative positive	he is a horrible teacher...he knows the information but doesnt clarify it, never organized, always late, the test are WICKED HARD and TRICKY!!
;teacher	 teacher	 negative	She was a terrible teacher.
;grade	 grading	 positive	He is more than fair and if you're willing to put in the work your grade will reflect it.
;null	 relevance	 positive	I love the fact that she relates her life to her students because she has once been where we are and she keeps it real.
;curve	 grading	 positive	Has lenient curve... 82.5%=A and is very laid back.
;professor	 teacher	 negative	worst professor ever.
;tests;questions	 exam exam	 negative negative	His tests ask very specific questions.
;exams	 exam	 negative	He's a joker and a half and he tells you what will be on the exams.
;tecaher	 teacher	 positive	I'm surprised that she doesn't have more comments because she is truly the best teacher at west ga.
;null	 teacher	 negative	If you think calculus is hard as is and you feel like torturing yourself, then Professor Cook is for you.
;null	 teacher	 positive	molumbys ok, he tries to be funny in class but hes not.
;anectodes;material;examples;concepts	 presentation presentation presentation presentation	 positive positive positive positive	Yeah, a lot of people aren't going to need those anecdotes in order to understand the material, but a lot more will appreciate the examples because they aren't used to these concepts.
;lectures	 exam	 positive	Attend lectures and review these before exams, that's essentially all you need to study.
;null	 teacher	 positive	He is very clear and organized and offers lots of extra credit.
;literature;philosophical argument	 presentation presentation	 negative negative	Guess what?  When you try and reduce literature to philosophical argument IT DOESN't WORK.
;professor	 teacher	 positive	He is one of the best professor i have ever seen in my life .
;class;lectures;text book	 regularity regularity regularity	 neutral neutral neutral	This class is not for slackers or those that don't go to lecture or read the text book, and it is TOUGH!
;movies;anthropologist	 presentation presentation	 positive positive	Pay attention to movies, especially what anthropologist related to which movie.
;null	 exam	 positive	If you actually study and seek help when you do not understand something, you will excel.
;null	 counseling	 positive	Mr. Everett is a nice guy and very helpful if you ask for help.
;learned	 teacher	 positive	He was challenging but I learned a lot and I really appriciate the effort he put in to his students.
;labs;lecture	 course course	 positive positive	Labs were very helpful in understanding lecture as well.
;question;final	 exam exam	 negative negative	It took me a half an hour just to understand one question on the final.
;null	 presentation	 negative	I sit in the front and I still cannot understand a word he is saying.
;professor	 teacher	 positive	Awesome professor.
;retired	 teacher	 negative	He might be a nice guy but he should have retired 30 years ago.
;null	 teacher	 positive	Easy to approach and good sense of humour.
;test	 exam	 positive	Go to the reviews before each test, they help a lot.
;prof	 teacher	 positive	Best prof ever!.I have been to colleges in Nigeria,Canada,&USA.Thats more than half way across the earth globe,and all thru the Atlantic ocean.I would say this is the best prof that ever lived on earth.
;class	 class	 negative	Took this class and I have grown to hate it.
;teacher	 teacher	 positive	Easy Easy teacher.
;class;office hours	 counseling counseling	 positive positive	I missed two weeks of class due to injury (concussion) and he stayed hours after his office hours ended on multiple Fridays to help me catch up.
;class	 teacher	 positive	I was always excited about coming to her class everyday.
;readings	 exam	 positive	as long as you keep up with your readings you will do well!
;quizzes;exams	 exam exam	 positive neutral	The Friday quizzes are typically easy, but multiple true false exams can be confusing at times.
;null	 exam	 negative	The wording can be very tricky, he likes to combine many things.
;feedback;lectures	 counseling presentation	 positive positive	She gives GREAT feedback and awesome lectures.
;null	 grading	 negative	but i earned a C!
;lectures	 presentation	 negative	This professor is a bit unorganized but pay attention to her lectures because whatever she talks about will be on the exams.
;professor	 teacher	 positive	This is the professor to take if you are or want to remain excited in the field of sociology or criminology.
;material;null	 presentation teacher	 positive positive	He is hilarious and knows how to teach the material he aimed to cover within the planned time which is extraordinary for me.   
;null	 exam	 neutral	As long as you attend class, do your best on the assignments, and complete the assigned readings for quizzes you should pass.
;person	 teacher	 positive	He is the nicest person.
;grade scale;labs;homework	 grading grading grading	 positive positive positive	But he has a great grade scale so go to all labs and turn in all homework and you will do good.
;grade	 grading	 negative	Definitely have to work for the grade.
;stories	 relevance	 positive	He always has great side stories relevant to the topic to tell; I actually used the other side of my notebook to make notes of just his stories.
;class	 teacher	 positive	Wish i could take this class over again.
;prefessors	 teacher	 positive	Molumby is one of the most passionate biology professors at UIC.
;null;english	 grading communication	 negative negative	she grades students very hard, and she does not know how to speak english very well.
;emails	 counseling	 negative	He doesnt reply emails or put anything on Moodle.
;classes	 teacher	 positive	One of the best classes ive ever taken!!!!!!!!
;null	 grading	 neutral	I had him for 101 and that class was easy A so I thought it would be like that for 240.
;class	 course	 positive	Good class.
;professor	 teacher	 positive	But regardless of how he is as a person, I would rate him as a good professor.
;course	 counseling	 negative	he is not too helpful if you are struggling, he will just suggest you to drop the course...
;a+	 grading	 positive	A+
;stuff	 knowledge	 positive	He really knows his stuff, no matter what he's talking about.
;class	 class	 neutral	"He really likes to teach his own way without the book to get you to ""think about biology not read and memorize"" which I enjoy, but it also makes the class very hard."
;teacher;class	 teacher course	 positive negative	Good teacher, difficult class.
;papers	 exam	 positive	Two papers all semester.
;teachers	 teacher	 negative	theres better teachers and even though the material isnt so hard, he makes it near impossible somehow
;null	 teacher	 positive	Dr. Sacher is amazing!
;null	 teacher	 positive	A professor that alters my view to biology completely.
;quizzes	 exam	 positive	Holds weekly review for quizzes.
;professor	 teacher	 negative	Easily the worst professor I've ever had.
;class;late	 presentation regularity	 negative negative	He is unprepared for class not to mention 10 minutes late every class period.
;class	 course	 negative	Tough class.
;null	 teacher	 positive	Molumby is awesome!
;tests	 grading	 neutral	If you want an A though, you need to study for the tests HARD.
;class	 course	 positive	this class is not hard.
;professor	 teacher	 positive	He was a decent professor.
;presentations;problem sets;lab reports	 exam exam exam	 neutral neutral neutral	Such as get A in presentations, problem sets &  lab reports.
;tests	 exam	 negative	This idiot of a professor gives the worst tests ever.
;professor	 teacher	 negative	Cook is an awful professor.
;final;curve	 exam exam	 negative positive	Class was very hard but final wasnt bad and amazing curve.
;quizes	 exam	 neutral	Prepare for the quizes, they are at random.
;null	 teacher	 positive	MUST TAKE!!!!!!
;syllabus	 course	 negative	I'm taking his class online and his syllabus is extremely confusing and hard on the eyes.
;null	 teacher	 positive	SHE IS A MUST TAKE!
;help	 counseling	 negative	No help.
;review sessions	 counseling	 positive	If you go to his review sessions and tot SI, you will be successful.
;null	 teacher	 positive	She comes through on her part and she expects you to do the same as well.
;online teacher	 teacher	 positive	Best online teacher ever.
;class	 class	 positive	I had him for two semesters (Comp 1&2) and I very much enjoyed his class.
;lecturer	 teacher	 positive	Good lecturer.
;class;joke	 relevance relevance	 negative negative	This class is a joke.
;teacher;course	 teacher course	 negative negative	not a good teacher.does not use exact terms from the book and makes the course look easy.there is no real learning in gossiping.if u r interested in learning 'interpersonal relationship' , stay away from this enchantra!I got A but don't recommend her
;tests	 exam	 positive	His tests are tough, but he gives you the information - just study.
;practice exam	 exam	 positive	One of our tests was the practice exam.
;long drive;archives	 presentation presentation	 negative negative	Made one student go on a long drive for a report and another he wanted to go to the archives.
;note cards	 presentation	 negative	basically what was previously said, she reads off of a bunch of note cards and has no idea what she is talking about.
;cs	 teacher	 positive	One of the greatest teachers for CS !
;b	 grading	 positive	i took this class in 2010.If you cnt get at least a B in this class,you got real problems.
;null	 teacher	 positive	He taught me how to write well and appreciate reading.
;lesson	 presentation	 negative	very unorganized, always off topic-not in a good way where it gets you out of the boring lesson but in a way where she still thinks she taught what you need to know for her impossible midterm while talking about her patients problems.
;null	 counseling	 positive	Very helpful.
;null	 teacher	 positive	very funny and laid back lady.
;lecture;course work	 presentation course	 positive positive	Well-organized lecture and tough course work (programming assignment.)
;material;lectures	 presentation presentation	 positive positive	He's funny and will help you memorize material lectures are worth attending.
;null	 grading	 positive	like a 73.5% is a B
;topics;current events	 presentation presentation	 positive positive	relates topics in class to current events, really funny and nice.
;paper;proctored exam;essay	 exam exam exam	 negative negative negative	There was 4 papers and 2 proctored exams: grammar and an essay on the final.
;exams	 exam	 negative	The homework problems are NOTHING like ones on the exams.
;null	 course	 positive	She tells the class real life stories related to the topics and is really easy to pass, you just gotta be there for lectures which are never boring.
;null	 counseling	 positive	She's always trying to help u pass and makes everything pretty easy to do!
;professor	 teacher	 negative	worst professor ever.
;tests	 exam	 positive	Easy tests.
;exams;slides;lecture notes	 exam exam exam	 negative negative negative	His exams are extremely hard and don't relate to his online slides or lecture notes.
;null	 teacher	 positive	Of course, studying math always takes effort and sometimes tedious, but his class inspired me to learn more and keep going. 
;null	 teacher	 positive	IT'S A RESEARCH CLASS SO YOU WILL HAVE TO DO SOME WORK BUT SHE MAKES EVERYTHING VERY EASY AND UNDERSTANDABLE.
;class	 class	 positive	Mr. Everetts class was very intriguing.
;null	 teacher	 negative	He's arrogant.
;powerpoints;test	 exam exam	 negative negative	Powerpoints are all over 100 slides and you have to know everything for the test.
;class	 class	 positive	Also if you go to the last class, you'll get a full overview of the whole class in about 20 seconds.
;professor	 teacher	 positive	She is a wonderful professor.
;class	 course	 negative	Class was alrite, boring at times~ got a B
;class	 teacher	 positive	I really enjoyed this class and I hope that I have an opportunity to take one of her classes again.
;lectures;tangents	 presentation presentation	 negative negative	Almost all the time, he spends time talking about stuffs that are not related to lectures and goes off tangent all time.
;exams	 exam	 negative	It's hard to get an A because his exams only contain 14 questions meaning you can only afford to get one wrong on each exam.
;null	 relevance	 positive	I learned so much from him and he always gave fairly specific feedback on papers.
;class	 teacher	 positive	I loved going to class.
;technology	 knowledge	 negative	"As far as technology goes, he has no idea what a computer is, and will constantly refer to it as ""the machine."" Thank god i took calc in high school, or else i wouldve prob failed"
;genetics test	 exam	 neutral	His genetics test was really hard and he even admitted that.
;class	 course	 positive	THE CLASS IS SO EASY THAT IF YOU DON'T WATCH OUT, YOU WILL FAIL.
;history;multiple-choice tests;fill-in;short essay tests	 exam exam exam exam	 neutral neutral neutral neutral	If you're not good with history, multiple-choice tests, fill-in, or short essay tests, this class isn't for you.
;null	 teacher	 positive	Great prof.
;review sessions	 communication	 negative	The review sessions do not help at all, as he loves trick questions.
;null	 counseling	 positive	Ask questions, he is ready to help.
;gpa	 grading	 negative	Its quite lovely... Dont take this class if you value your GPA!
;genetic test;grade	 grading grading	 negative negative	wait for the genetic test as it will screw up ur grade.
;unclear	 presentation	 negative	He's very unclear, and his jokes probably got old around the dawn of indoor plumbing.
;tests	 exam	 neutral	The math isnt that hard, but the tests are fairly meticulous, but multiple choice!
;null	 communication	 positive	I got an A-, Great guy to have a convo.
;null	 teacher	 positive	But she is still funny af!
;tf	 exam	 neutral	Tons of TF.
;taught	 presentation	 negative	He basically taught as if the students were of the elementary school skill level.
;teaching;null	 presentation counseling	 negative negative	all online homework, completely useless teaching, doesn't help AT ALL.
;teacher	 teacher	 positive	much better calc teacher than rudvalis (127).
;tests;papers;final;midterm;class	 exam exam exam exam course	 positive positive positive positive positive	She's cool, not a hard class at all...no tests all papers and no final or midterm :)
;skills	 relevance	 positive	You leave his class having learned life skills that will actually help you in your career.
;lecturer;cs	 teacher teacher	 positive positive	He's such a great lecturer and he makes you love CS
;no attendance policy	 regularity	 positive	No attendance policy but it is helpful for the essay style questions because she hates minimalist.
;null	 teacher	 positive	COOK IS A NICE GUY AND HE GOES OVER EXAMPLES A LOT.
;notes and assignments	 exam	 positive	Excellent notes and assignments on the web.
;lecture;discussion;assignments	 course course course	 positive positive positive	If you pay attention in lecture, discussion, and keep up with the assignments you'll pass no problem.
;retire	 teacher	 negative	Please retire...you waste our time.
;null	 teacher	 positive	She is very personable, interesting, and brilliant.
;exams;tests	 exam exam	 neutral neutral	If you do the old exams (and find other old exams from other students) and try to get all the right answers on those, the tests heavily will reflect that.
;class	 class	 positive	Great class!
;null	 teacher	 positive	really nice guy.
;professor	 teacher	 negative	Awful professor.
;exam	 exam	 negative	And he won't tell you what is on the exam.
;class	 teacher	 negative	did not fare well in his class
;practice exams;test	 exam exam	 neutral neutral	Get a hold of recent practice exams, because his old ones are nothing like the actual test.
;tests	 exam	 positive	Tests are open book and you dont even need to read because everything you talk about in class is eachothers problems!
;class	 course	 negative	I think Randy does care about his students, and even proposed a new grading system, but he definitely makes this intro class very difficult.
;teacher	 teacher	 positive	Only if i had a teacher like him, in goo'ol early days.
;material	 presentation	 negative	As a Brit Lit I student I was not excited about the material until closer to the end of the semester, and English is my major.
;personality	 teacher	 positive	He has the best personality on campus you'll be laughing often.
;tests;study guide;questions	 exam exam exam	 positive positive positive	His tests are straight from the study guide, maybe one or two questions from the book.
;writing and grammar	 communication	 neutral	I do not think I'll take Prof. Everett next semester, but if you choose to, you better be on top of your writing and grammar game.
;genetics;evolution;ecology;conservation	 course course course course	 neutral neutral neutral neutral	He covers the genetics/evolution unit of the course, which will be more difficult than the ecology/conservation unit.
;null	 teacher	 negative	Probably one of the worst Bio instructors I've had.
;exams;attention	 exam exam	 positive positive	His exams are super easy if you attend class and pay attention :)
;grader;essays;quizzes;grade	 grading grading exam exam	 negative negative positive positive	She's a little vague sometimes and kind of a rough grader on essays, but her quizzes actually make getting a decent grade a little easier.
;class	 teacher	 positive	I love her class and I love her.
;null	 teacher	 neutral	If he knows you put your all into it, he will overlook small mistakes.
;teacher	 teacher	 positive	He is a great teacher
;lecture;test;lecture	 regularity exam exam	 positive positive positive	if you read the text and do well in lab, you could get by w/o goin to lecture, but you would be doing yourself a disservice...plus, some of the test is from the lecture.
;null	 teacher	 positive	Makes sure you know your stuff and prepares you for the final.
;class	 teacher	 positive	Take this class!!
;lectures	 teacher	 positive	He's pleasant and definitely not boring; I learned a lot from his lectures.
;test;final	 exam exam	 positive positive	Most points come from lab so don't worry if you mess up a test or two, because there is also an optional final.
;ppts	 exam	 negative	And yes, you'll need to study EVERY SINGLE DETAIL of his ppts.
;concepts;zoological facts	 grading grading	 neutral neutral	You get an A if you studied the concepts rather than the trivial zoological facts he presents.
;teach	 presentation	 negative	He is a nice guy, but does not know how to teach at all!
;biology courses	 presentation	 negative	He does not teach what is needed to be taught in a biology courses.
;null	 teacher	 positive	Randall is a great, but different.
;exams	 exam	 neutral	Study up for exams &  you'll be ok.
;null;bees/wasps	 teacher knowledge	 positive neutral	Awesome dude - his main study experience are in bees/wasps.
;professors	 teacher	 positive	One of my favorite professors I have taken (and I'm a senior).
;owls;owls	 exam relevance	 negative negative	OWLs are hard and sometimes not relevant to lecture, sometimes not relevant to the book.
;lectures;grade;null	 regularity regularity presentation	 positive positive positive	definitely need to go to lectures to get a good grade, but he makes them interesting so its not too bad.
;book	 relevance	 neutral	Read the book!
;class;grader	 course grading	 negative negative	Such a hard class and she is NOT an easy grader.
;disorganized	 presentation	 negative	He is not only extremely disorganized but he also refuses to clearly answer anything and if he does not like you, will sass you in front of the entire lecture hall (did not happen to me, happened to a friend).
;null	 teacher	 positive	He can explain where every equation originates from.
;10 minutes	 regularity	 negative	He rushes in 10 minutes after the class is supposed to begin and just does some random problems out of the book that take him about 5 minutes to find.
;previous exams;tests	 exam exam	 negative negative	"Only way to ""study"" is memorize the answers to the previous exams and hope they actually show up on tests"
;null	 teacher	 positive	Schurter is the man!
;molumby	 teacher	 negative	Molumby was harsh this semester.
;tests	 exam	 neutral	Bear with him, because what he says could end up on the tests!
;exams	 exam	 negative	exams are hard.
;null	 knowledge	 positive	Very funny and she knows what she's talking about based on her stories of experience.
;null	 counseling	 negative	I emailed her with a question about a paper and I am still waiting for a response almost 2 months later.
;null	 teacher	 positive	He is passionate about English.
;lectures	 presentation	 negative	He's all over the place in lectures and often does out long complicated problems on the board and only mentions when he's finished that it won't be on the test and he just wanted to show us where things come from.
;null	 teacher	 positive	She's funny too
;material	 knowledge	 positive	While hes not the most with it professor, he knows the material well.
;teacher	 teacher	 positive	AN amazing teacher who loves what he does.
;professor	 teacher	 positive	Extremely helpful professor.
;teacher	 teacher	 negative	She is a neat lady, but not a fun teacher.
;null	 teacher	 positive	Such a nice guy.
;emails	 counseling	 negative	Doesn't look at emails.
;exam;null	 exam exam	 negative positive	last year he made the exam so hard that only 52% passed AFTER the bell curve..well this year to compensate it was so easy i got 100
;null	 teacher	 negative	do not take her.
;knowledge	 knowledge	 positive	Dude is one smart cookie but he doe not like giving out the crumbs so everyone is left out on the knowledge portion.
;class	 teacher	 positive	Every class you sit in a circle and gossip/talk about each other's problems.
;professor;grader	 teacher grading	 positive positive	She is an extremely nice professor and an easy grader.
;class	 course	 negative	Hard, this class is hard.
;null	 teacher	 positive	He is understanding
;class	 teacher	 neutral	Show up to class though, because she might give extra credit.
;null	 counseling	 positive	Randy was nice and helped me with my group problems.
;null	 teacher	 negative	this man should be ashamed of himself
;null	 teacher	 positive	Take her!!!
;exams	 grading	 positive	Just simply studied previous exams and got an A.
;jokes	 presentation	 negative	I will agree with the previous posts, I had him 4 years ago and he does crack a lot of jokes which often got me confused.
;prof	 teacher	 positive	She is the coolest and funniest prof. at MSU whoohoo, she is so awesome.....
;lectures	 presentation	 neutral	He moves pretty quickly through the lectures so be prepared.
;teach	 presentation	 negative	The professor is funny, but going to his class is pointless because he doesnt know how to teach.
;null	 teacher	 positive	Best prof I had.
;teacher	 teacher	 negative	she was the worst teacher i have had at depaul, im a senior so i think thats saying a lot.
;class	 teacher	 negative	Avoid his class!!
;humor	 communication	 positive	His humor is a great addition to the course.
;class	 course	 positive	This class honestly was the only class I actually enjoyed this semester.
;book	 relevance	 negative	The book is useless.
;null	 grading	 positive	I got an A.
;class	 course	 positive	I really had no idea what I was going into when I registered for this class, but I am SO happy I did!
;null	 teacher	 positive	Super nice and inspirational!
;professors	 teacher	 negative	Molumby is one of the worst professors I've had at UIC.
;null	 teacher	 positive	One of my fav profs of all time.
;hw assignments	 exam	 positive	She uses different types of hw assignments too which is nice.
;null;class	 teacher relevance	 positive positive	I learned more useful and relevant information and skills than I have from any other professor at UMass.
;professor	 teacher	 positive	Randall is clearly very passionate about biology and he is a great professor.
;class	 teacher	 negative	Class is a waste of time.
;professor	 teacher	 negative	Worst professor ever!
;class	 teacher	 positive	Going to class was like getting free therapy!
;tests	 exam	 neutral	Tests are a little hard.
;null	 teacher	 positive	It was not bad at all!
;null	 exam	 negative	Multiple choice matching (characters to dialogue)(must read all literature), multiple choice (historical content), short answer (usually 2)(2 paragraphs of content rich information), AND a fully composed 5 paragraph essay.
;tests	 exam	 positive	But that's what college is, tests.
;null	 teacher	 negative	As much as I was interested in this class before taking it,my motivation for it steadily declined as it progressed.
;null	 presentation	 neutral	Soft spoken so sit in the front!
;null	 presentation	 negative	a bit boring at times when he just reads and reads.
;null	 teacher	 positive	It's so interesting and he is so funny.
;graded	 grading	 positive	He graded on a downward scale.
;teaching	 teacher	 positive	He's such a great guy and seems passionate about what he's teaching.
;null	 teacher	 positive	he's good and good looking.
;literature course	 teacher	 positive	I have never left a review for a professor before, but felt compelled to as I greatly enjoyed Prof Everett's British Literature course.
;null	 teacher	 positive	I find him to be an interesting and lively character.
;homework	 exam	 neutral	Don't bother buying the book because the Wiley access code you need for the homework comes with an ebook.
;grading	 grading	 negative	als TA Jenny M. Zambrano is tuff in grading.
;professor;answers	 teacher exam	 positive positive	Professor Capelotti is a great professor; he wants you to LEARN and not just spit back answers for an exam.
;pop quizzes	 exam	 negative	Her pop quizzes are very tough.
;lecturer	 teacher	 positive	He was a really great lecturer, I missed like one class and I regret doing that because he always had something cool to say.
;subject matter;sense of humor	 presentation teacher	 positive positive	He has a good sense of humor, and makes the subject matter interesting.
;null	 teacher	 positive	He will do everything in his power to make sure you succeed.
;class	 teacher	 negative	Don't take this class unless you absolutley have to.
;null;null	 teacher knowledge	 positive positive	Direct &  honest and he knows his stuff.
;fail	 teacher	 negative	Most students fail here.
;null	 exam	 positive	Most of his questions are vague but similar to the ones taught in lecture.
;tests;null	 exam grading	 negative positive	Her tests are somewhat difficult, but overall fair.
;class	 course 	 positive	This class is really pretty simple.
;exams	 exam	 positive	His exams are not hard, you just need to know what formulas to apply.
;paper	 exam	 neutral	I didn't mind typing the papers, what got me was trying to get him to approve my thesis so I could type the paper.
;attendance;test;book	 regularity exam exam	 negative negative negative	attendance is mandatory but i did not see the point of going to his class because the test is made up of everything that's in the book.
