Word	" ""Score"""
Jackson_Pollock	0
Jacksonia	0
Jacksonian	0
Jacksonian	0
Jacksonian_epilepsy	0
Jacksonville	0
Jacob	0
Jacob's_ladder	-0.31712
Jacob's_rod	0
Jacob's_staff	0
Jacob_Epstein	0
Jacob_Harmensen	0
Jacobean	0
Jacobean	0
Jacobean_lily	0
Jacobi	0
Jacobin	0
Jacobinic	0
Jacobinical	0
Jacobinism	0
Jacobite	0
Jacobs	0
Jacobus_Arminius	0
Jacopo_Robusti	0
Jacquard	0
Jacquard_loom	0
Jacqueline_Cochran	0
Jacquemier's_sign	0
Jacques_Alexandre_Cesar_Charles	0
Jacques_Anatole_Francois_Thibault	0
Jacques_Bernoulli	0
Jacques_Cartier	0
Jacques_Charles	0
Jacques_Costeau	0
Jacques_Derrida	0
Jacques_Etienne_Montgolfier	0
Jacques_Francois_Antoine_Ibert	0
Jacques_Francois_Fromental_Elie_Halevy	0
Jacques_Germain_Soufflot	0
Jacques_Lipchitz	0
Jacques_Loeb	0
Jacques_Louis_David	0
Jacques_Lucien_Monod	0
Jacques_Marquette	0
Jacques_Monod	0
Jacques_Offenbach	0
Jacques_Tati	0
Jacques_Tatischeff	0
Jacques_Yves_Costeau	0
Jacquinia	0
Jacquinia_armillaris	0
Jacquinia_keyensis	0
Jaculus	0
Jaculus_jaculus	0
Jafar	0
Jafar_Umar_Thalib	0
Jaffa	0
Jaffa_orange	0
Jaffar	0
Jaffar_Umar_Thalib	0
Jafnea_semitosta	0
Jagannath	0
Jagannatha	0
Jagatai	0
Jagganath	0
Jagger	0
Jaghatai	0
Jahvey	0
Jahweh	0
Jain	0
Jainism	0
Jainist	0
Jainist	0
Jaish-e-Muhammad	0
Jaish-i-Mohammed	0
Jakarta	0
Jakob-Creutzfeldt_disease	0
Jakob_Behmen	0
Jakob_Bernoulli	0
Jakob_Boehm	0
Jakob_Boehme	0
Jakob_Bohme	0
Jakob_Grimm	0
Jakob_Hermandszoon	0
Jakob_Liebmann_Beer	0
Jakob_Ludwig_Felix_Mendelssohn-Bartholdy	0
Jakob_Ludwig_Karl_Grimm	0
Jakobson	0
Jalalabad	0
Jamaat_ul-Fuqra	0
Jamaica	0
Jamaica_apple	0
Jamaica_bayberry	0
Jamaica_caper_tree	0
Jamaica_dogwood	0
Jamaica_honeysuckle	0
Jamaica_quassia	0
Jamaica_rum	0
Jamaica_shorts	0
Jamaica_sorrel	0
Jamaican	0
Jamaican	0
Jamaican_capital	0
Jamaican_cherry	0
Jamaican_dollar	0
Jambos	0
James	0
James_A._Garfield	0
James_Abbott_McNeill_Whistler	0
James_Abraham_Garfield	0
James_Agee	0
James_Albert_Michener	0
James_Alfred_Van_Allen	0
James_Arthur_Baldwin	0
James_Augustine_Aloysius_Joyce	0
James_Augustus_Henry_Murray	0
James_Augustus_Murray	0
James_Baldwin	0
James_Barrie	0
James_Bay	0
James_Bernoulli	0
James_Bond	0
James_Boswell	0
James_Bowie	0
James_Branch_Cabell	0
James_Buchanan	0
James_Buchanan_Brady	0
James_Butler_Hickock	0
James_Byron_Dean	0
James_Cagney	0
James_Clark_Ross	0
James_Clerk_Maxwell	0
James_Cleveland_Owens	0
James_Cook	0
James_Crichton	0
James_Dean	0
James_Dewey_Watson	0
James_Douglas_Morrison	0
James_Earl_Carter	0
James_Earl_Carter_Jr.	0
James_Edmund_Scripps	0
James_Edward_Meade	0
James_Fenimore_Cooper	0
James_Francis_Thorpe	0
James_Franck	0
James_Garfield	0
James_George_Frazer	0
James_Grover_Thurber	0
James_Hargreaves	0
James_Harold_Doolittle	0
James_Harvey_Robinson	0
James_Henry_Leigh_Hunt	0
James_Hogg	0
James_Howard_Meredith	0
James_Hutton	0
James_I	0
James_II	0
James_IV	0
James_Ives	0
James_Jerome_Hill	0
James_John_Corbett	0
James_Joseph_Tunney	0
James_Joyce	0
James_K._Polk	0
James_Knox_Polk	0
James_Langston_Hughes	0
James_Leonard_Farmer	0
James_Madison	0
James_Maitland_Stewart	0
James_Marshall_Hendrix	0
James_Mason	0
James_Matthew_Barrie	0
James_McKeen_Cattell	0
James_Meredith	0
James_Merritt_Ives	0
James_Michener	0
James_Mill	0
James_Monroe	0
James_Murray	0
James_Naismith	0
James_Neville_Mason	0
James_Parkinson	0
James_Polk	0
James_Prescott_Joule	0
James_Riddle_Hoffa	0
James_River	0
James_Scott_Connors	0
James_Thomas_Farrell	0
James_Thomas_Harris	0
James_Thurber	0
James_Tobin	0
James_Usher	0
James_Ussher	0
James_Watson	0
James_Watt	0
James_Whitcomb_Riley	0
James_William_Fulbright	0
James_Wilson	0
James_Wyatt	0
Jamesian	0
Jamesonia	0
Jamestown	0
Jamestown_weed	0
Jamison	0
Jammu_and_Kashmir	0
Jan	0
Jan_Amos_Komensky	0
Jan_Christian_Smuts	0
Jan_Evangelista_Purkinje	0
Jan_Hendrix_Oort	0
Jan_Hus	0
Jan_Steen	0
Jan_Swammerdam	0
Jan_Tinbergen	0
Jan_Vermeer	0
Jan_van_Eyck	0
Jan_van_der_Meer	0
Jane_Austen	0
Jane_Doe	0
Jane_Fonda	0
Jane_Goodall	0
Jane_Jacobs	0
Jane_Seymour	0
Janis_Joplin	0
Janissary	0
Jansen	0
Jansenism	0
Jansenist	0
January	0
January_1	0
January_19	0
January_20	0
January_6	0
Janus	0
Janus-faced	0
Jap	0
Japan	0
Japan_Trench	0
Japan_allspice	0
Japan_bittersweet	0
Japan_cedar	0
Japan_current	0
Japan_tallow	0
Japan_wax	0
Japanese	0
Japanese	0
Japanese-speaking	0
Japanese_Archipelago	0
Japanese_Islands	0
Japanese_Red_Army	0
Japanese_allspice	0
Japanese_andromeda	0
Japanese_angelica_tree	0
Japanese_apricot	0
Japanese_banana	0
Japanese_barberry	0
Japanese_barnyard_millet	0
Japanese_beech	0
Japanese_beetle	0
Japanese_bittersweet	0
Japanese_black_pine	0
Japanese_brome	0
Japanese_capital	0
Japanese_carpet_grass	0
Japanese_cedar	0
Japanese_cherry	0
Japanese_chess	0
Japanese_chestnut	0
Japanese_crab	0
Japanese_deer	0
Japanese_deity	0
Japanese_flowering_cherry	0
Japanese_honeysuckle	0
Japanese_hop	0
Japanese_iris	0
Japanese_ivy	0
Japanese_lacquer_tree	0
Japanese_lawn_grass	0
Japanese_leaf	0
Japanese_leek	0
Japanese_lilac	0
Japanese_lime	0
Japanese_linden	0
Japanese_maple	0
Japanese_medlar	0
Japanese_millet	0
Japanese_monetary_unit	0
Japanese_morning_glory	0
Japanese_oak	0
Japanese_oyster	0
Japanese_pagoda_tree	0
Japanese_persimmon	0
Japanese_pink	0
Japanese_plum	0
Japanese_poinsettia	0
Japanese_privet	0
Japanese_quince	0
Japanese_radish	0
Japanese_red_pine	0
Japanese_rose	0
Japanese_snowbell	0
Japanese_spaniel	0
Japanese_spurge	0
Japanese_stranglehold	0
Japanese_sumac	0
Japanese_table_pine	0
Japanese_tree_lilac	0
Japanese_umbrella_pine	0
Japanese_varnish_tree	0
Japanese_wistaria	0
Japanese_yew	0
Japheth	0
Jaroslav_Hasek	0
Jarrell	0
Jarvik_artificial_heart	0
Jarvik_heart	0
Jasmine_tobacco	0
Jasminum	0
Jasminum_mesnyi	0
Jasminum_nudiflorum	0
Jasminum_officinale	0
Jasminum_sambac	0
Jason	0
Jasper_Johns	0
Jaspers	0
Jassidae	0
Jat	0
Jatropha	0
Jatropha_curcus	0
Jatropha_stimulosus	0
Jatropha_urens	0
Jaun_Gris	0
Java	0
Java_finch	0
Java_man	0
Java_olives	0
Java_pepper	0
Java_sparrow	0
Javan	0
Javan	0
Javanese	0
Javanese	0
Javanthropus	0
Javel_water	0
Javelle_water	0
Jawaharlal_Nehru	0
Jaws_of_Life	0
Jay	0
Jay_Cooke	0
Jay_Gould	0
Jayshullah	0
Jazz_Age	0
Jean-Baptiste_Poquelin	0
Jean-Claude_Duvalier	0
Jean-Frederic_Joliot	0
Jean-Frederic_Joliot-Curie	0
Jean-Jacques_Rousseau	0
Jean-Louis_Lebris_de_Kerouac	0
Jean-Paul_Sartre	0
Jean-Philippe_Rameau	0
Jean_Anouilh	0
Jean_Antoine_Watteau	0
Jean_Arp	0
Jean_Auguste_Dominique_Ingres	0
Jean_Baptiste_Camille_Corot	0
Jean_Baptiste_Donatien_de_Vimeur	0
Jean_Baptiste_Joseph_Fourier	0
Jean_Baptiste_Lully	0
Jean_Baptiste_Racine	0
Jean_Baptiste_de_Lamarck	0
Jean_Bernard_Leon_Foucault	0
Jean_Bernoulli	0
Jean_Caulvin	0
Jean_Cauvin	0
Jean_Chauvin	0
Jean_Cocteau	0
Jean_Edouard_Vuillard	0
Jean_Francois_Champollion	0
Jean_Francois_Millet	0
Jean_Genet	0
Jean_Giraudoux	0
Jean_Harlow	0
Jean_Honore_Fragonard	0
Jean_Laffite	0
Jean_Lafitte	0
Jean_Louis_Charles_Garnier	0
Jean_Louis_Rodolphe_Agassiz	0
Jean_Luc_Godard	0
Jean_Martin_Charcot	0
Jean_Monnet	0
Jean_Nicholas_Arthur_Rimbaud	0
Jean_Paul_Marat	0
Jean_Piaget	0
Jean_Racine	0
Jean_Sibelius	0
Jean_de_La_Fontaine	0
Jeanne_Antoinette_Poisson	0
Jeanne_d'Arc	0
Jeannette_Rankin	0
Jebel_Musa	0
Jed'dah	0
Jeddah	0
Jeffers	0
Jefferson	0
Jefferson_City	0
Jefferson_Davis	0
Jefferson_Davis'_Birthday	0
Jeffersonian	0
Jeffersonian	0
Jeffrey's_pine	0
Jeffrey_pine	0
Jehovah	0
Jehovah's_Witness	0
Jehovah's_Witnesses	0
Jekyll_and_Hyde	0
Jell-O	0
Jelly_Roll_Morton	0
Jemaah_Islamiyah	0
Jena	0
Jenghiz_Khan	0
Jenner	0
Jenny	0
Jenny_Lind	0
Jens_Otto_Harry_Jespersen	0
Jensen	0
Jeremiah	0
Jeremy_Bentham	0
Jerevan	0
Jerez	0
Jerez_de_la_Frontera	0
Jericho	0
Jeroboam	0
Jeroboam_I	0
Jerom_Bos	0
Jerome	0
Jerome_David_Kern	0
Jerome_David_Salinger	0
Jerome_Kern	0
Jerome_Robbins	0
Jerry	0
Jerry_Lee_Lewis	0
Jersey	0
Jersey_City	0
Jersey_Lillie	0
Jersey_elm	0
Jersey_fern	0
Jersey_knapweed	0
Jersey_pine	0
Jerusalem	0
Jerusalem_Warriors	0
Jerusalem_artichoke	0
Jerusalem_artichoke_sunflower	0
Jerusalem_cherry	0
Jerusalem_cricket	0
Jerusalem_cross	0
Jerusalem_oak	0
Jerusalem_sage	0
Jerusalem_thorn	0
Jespersen	0
Jesse_Jackson	0
Jesse_James	0
Jesse_Louis_Jackson	0
Jesse_Owens	0
Jessica_Lucy_Mitford	0
Jessica_Mitford	0
Jessica_Tandy	0
Jessye_Norman	0
Jesuit	0
Jesuit	0
Jesuit's_bark	0
Jesuit_order	0
Jesuitic	0
Jesuitical	0
Jesuitism	0
Jesuitry	0
Jesuits'_nut	0
Jesus	0
Jesus_Christ	0
Jesus_of_Nazareth	0
Jeth	0
Jevons	0
Jew	0
Jew's-ear	0
Jew's-ears	0
Jew-baiter	0
Jew-bush	0
Jew_bush	0
Jewbush	0
Jewess	0
Jewish	0
Jewish-Orthodox	0
Jewish_New_Year	0
Jewish_Orthodoxy	0
Jewish_calendar	0
Jewish_calendar_month	0
Jewish_holy_day	0
Jewish_religion	0
Jewish_rye	0
Jewish_rye_bread	0
Jewison	0
Jewry	0
Jezebel	0
Jidda	0
Jiddah	0
Jihadist	0
Jim_Bowie	0
Jim_Corbett	0
Jim_Crow	0
Jim_Henson	0
Jim_Morrison	0
Jim_Thorpe	0
Jimenez	0
Jimenez_de_Cisneros	0
Jimi_Hendrix	0
Jimmy_Cagney	0
Jimmy_Carter	0
Jimmy_Conors	0
Jimmy_Doolittle	0
Jimmy_Durante	0
Jimmy_Hoffa	0
Jimmy_Stewart	0
Jinghis_Khan	0
Jinghpaw	0
Jinghpo	0
Jinja	0
Jinnah	0
Jirga	0
Jirrbal	0
Jnr	0
Joachim	0
Joan_Crawford	0
Joan_Didion	0
Joan_Miro	0
Joan_Sutherland	0
Joan_of_Arc	0
Joao_Pessoa	0
Job	0.63424
Job's_comforter	0
Job's_tears	0
Jocasta	0
Jockey_shorts	0
Joe-Pye_weed	0
Joe_Bloggs	0
Joe_Blow	0
Joe_Clark	0
Joe_DiMaggio	0
Joe_Louis	0
Joel	0
Joel_Chandler_Harris	0
Joel_Harris	0
Joffre	0
Joffrey	0
Johan_August_Strindberg	0
Johan_Julius_Christian_Sibelius	0
Johan_Kepler	0
Johann_Bernoulli	0
Johann_Christoph_Friedrich_von_Schiller	0
Johann_Eck	0
Johann_Friedrich_Herbart	0
Johann_Gottfried_von_Herder	0
Johann_Gutenberg	0
Johann_Joachim_Winckelmann	0
Johann_Ludwig_Uhland	0
Johann_Maier	0
Johann_Maier_Eck	0
Johann_Mendel	0
Johann_Muller	0
Johann_Sebastian_Bach	0
Johann_Strauss	0
Johann_Winckelmann	0
Johann_Wolfgang_von_Goethe	0
Johannes_Brahms	0
Johannes_Diderik_van_der_Waals	0
Johannes_Eckhart	0
Johannes_Evangelista_Purkinje	0
Johannes_Gutenberg	0
Johannes_Kepler	0
Johannes_Peter_Muller	0
Johannes_Vilhelm_Jensen	0
Johannes_van_der_Waals	0
Johannesburg	0
John	0.232417792
John's_cabbage	0
John_Adams	0
John_Addington_Symonds	0
John_Amos_Comenius	0
John_Anthony_Ciardi	0
John_Augustus_Roebling	0
John_Bach_McMaster	0
John_Bardeen	0
John_Barleycorn	0
John_Barrington_Wain	0
John_Barrymore	0
John_Barth	0
John_Bartlett	0
John_Bernoulli	0
John_Berry_Hobbs	0
John_Birks_Gillespie	0
John_Broadus_Watson	0
John_Brown	0
John_Bull	0
John_Bunyan	0
John_Burdon_Sanderson_Haldane	0
John_Burgoyne	0
John_C._Fremont	0
John_Cabot	0
John_Cage	0
John_Calvin	0
John_Cash	0
John_Chapman	0
John_Charles_Fremont	0
John_Cheever	0
John_Chrysostom	0
John_Churchill	0
John_Ciardi	0
John_Constable	0
John_Copley	0
John_Cowper_Powys	0
John_D._Rockefeller	0
John_Dalton	0
John_Davis	0
John_Davison_Rockefeller	0
John_Davys	0
John_Deere	0
John_Dewey	0
John_Doe	0
John_Donald_Budge	0
John_Donne	0
John_Dory	0
John_Dos_Passos	0
John_Dowland	0
John_Drew	0
John_Dryden	0
John_Duns_Scotus	0
John_Eccles	0
John_Edgar_Hoover	0
John_Edward_Masefield	0
John_Endecott	0
John_Endicott	0
John_Ernst_Steinbeck	0
John_Fitzgerald_Kennedy	0
John_Fletcher	0
John_Florio	0
John_Ford	0
John_Foster_Dulles	0
John_Galbraith	0
John_Galsworthy	0
John_Glenn	0
John_Greenleaf_Whittier	0
John_Griffith_Chaney	0
John_Haldane	0
John_Hancock	0
John_Hanning_Speke	0
John_Harvard	0
John_Hasbrouck_Van_Vleck	0
John_Heming	0
John_Hemminge	0
John_Henry	0
John_Henry_Newman	0
John_Henry_O'Hara	0
John_Herschel	0
John_Herschel_Glenn_Jr.	0
John_Hope_Franklin	0
John_Howard_Northrop	0
John_Hoyer_Updike	0
John_Huss	0
John_Huston	0
John_Irving	0
John_Jacob_Astor	0
John_James_Audubon	0
John_James_Osborne	0
John_James_Rickard_Macleod	0
John_Jay	0
John_Joseph_McGraw	0
John_Joseph_Pershing	0
John_Keats	0
John_Keble	0
John_Kenneth_Galbraith	0
John_Knox	0
John_L._H._Down	0
John_L._Lewis	0
John_Lackland	-0.218220646
John_Lennon	0
John_Llewelly_Lewis	0
John_Locke	0
John_Luther_Jones	0
John_Lyly	0
John_M._Browning	0
John_Macleod	0
John_Major	0
John_Marquand	0
John_Marshall	0
John_Marstan	0
John_Masefield	0
John_Maynard_Keynes	0
John_McCormick	0
John_McGraw	0
John_Mercer	0
John_Merven_Carrere	0
John_Mill	0
John_Millington_Synge	0
John_Milton	0
John_Milton_Cage_Jr.	0
John_Mitchell	0
John_Moses_Browning	0
John_Muir	0
John_Napier	0
John_Orley_Allen_Tate	0
John_Osborne	0
John_Paul_I	0
John_Paul_II	0
John_Paul_Jones	0
John_Philip_Marquand	0
John_Philip_Sousa	0
John_Pierpont_Morgan	0
John_Quincy_Adams	0
John_R._Major	0
John_Reed	0
John_Robinson_Jeffers	0
John_Rock	0
John_Roderigo_Dos_Passos	0
John_Roebling	0
John_Ronald_Reuel_Tolkien	0
John_Ross	0
John_Rowlands	0
John_Roy_Major	0
John_Rupert_Firth	0
John_Ruskin	0
John_Rutledge	0
John_Scopes	0
John_Scott_Haldane	0
John_Simmons_Barth	0
John_Singer_Sargent	0
John_Singleton_Copley	0
John_Smith	0
John_Speke	0
John_Steinbeck	0
John_Stuart_Mill	0
John_Thomas_Scopes	0
John_Tradescant	0
John_Trumbull	0
John_Tuzo_Wilson	0
John_Tyler	0
John_Tyndall	0
John_Uhler	0
John_Updike	0
John_Van_Vleck	0
John_Vanbrugh	0
John_Venn	0
John_Wain	0
John_Walker	0
John_Wanamaker	0
John_Wayne	0
John_Webster	0
John_Wesley	0
John_Wickliffe	0
John_Wiclif	0
John_Wilkes	0
John_Wilkes_Booth	0
John_William_Strutt	0
John_Witherspoon	0
John_Wyclif	0
John_Wycliffe	0
John_XXIII	0
John_le_Carre	0
John_of_Gaunt	0
John_the_Baptist	0
John_the_Divine	0
John_the_Evangelist	0
John_von_Neumann	0
Johnny	0
Johnny-jump-up	0
Johnny_Appleseed	0
Johnny_Cash	0
Johnny_Reb	0
Johns	0.31712
Johns_Hopkins	0
Johnson	0
Johnson_City	0
Johnson_grass	0
Johnston	0
Joint_Chiefs	0
Joint_Chiefs_of_Staff	0
Joint_Direct_Attack_Munition	0
Joliet	0
Joliot	0
Joliot-Curie	0
Jolliet	0
Jolly_Roger	0
Jolson	0
Jomada_I	0
Jomada_II	0
Jomo_Kenyata	0
Jonah	0
Jonah_crab	0
Jonas_Edward_Salk	0
Jonas_Salk	0
Jonathan	0
Jonathan_Edwards	0
Jonathan_Swift	0
Jonathan_Trumbull	0
Jones	0
Jones'_penstemon	0
Jonesboro	0
Jong	0
Jons_Jakob_Berzelius	0
Jonson	0
Joplin	0
Joppa	0
Jordan	0
Jordan_River	0
Jordan_almond	0
Jordan_curve	0
Jordanella	0
Jordanella_floridae	0
Jordanian	0
Jordanian	0
Jordanian_dinar	0
Jordanian_monetary_unit	0
Jorge_Borges	0
Jorge_Luis_Borges	0
Jorge_Mario_Pedro_Vargas_Llosa	0
Joroslav_Heyrovsky	0
Jose_Clemente_Orozco	0
Jose_Julian_Marti	0
Jose_Orozco	0
Jose_Ortega_y_Gasset	0
Josef_Albers	0
Josef_Hoffmann	0
Josef_Michel_Montgolfier	0
Josef_von_Sternberg	0
Joseph	0
Joseph's_coat	0
Joseph_Alois_Schumpeter	0
Joseph_Banks_Rhine	0
Joseph_Black	0
Joseph_Campbell	0
Joseph_Conrad	0
Joseph_Deems_Taylor	0
Joseph_Eggleston_Johnston	0
Joseph_Emerson_Worcester	0
Joseph_Francis_Keaton	0
Joseph_Goebbels	0
Joseph_Greenberg	0
Joseph_Haydn	0
Joseph_Heller	0
Joseph_Henry	0
Joseph_Hilaire_Peter_Belloc	0
Joseph_Hooker	0
Joseph_Jacques_Cesaire_Joffre	0
Joseph_Joachim	0
Joseph_John_Thomson	0
Joseph_Lincoln_Steffens	0
Joseph_Lister	0
Joseph_Louis_Barrow	0
Joseph_Louis_Gay-Lussac	0
Joseph_M._Jacquard	0
Joseph_Mallord_William_Turner	0
Joseph_Marie_Jacquard	0
Joseph_McCarthy	0
Joseph_Oliver	0
Joseph_Paul_DiMaggio	0
Joseph_Paxton	0
Joseph_Priestley	0
Joseph_Pulitzer	0
Joseph_Raymond_McCarthy	0
Joseph_Rudyard_Kipling	0
Joseph_Schumpeter	0
Joseph_Smith	0
Joseph_Stalin	0
Joseph_Warren_Stilwell	0
Joseph_ben_Matthias	0
Josephus	0
Josh_Billings	0
Joshua	0
Joshua_tree	0
Josiah_Quincy	0
Josiah_Spode	0
Josiah_Wedgwood	0
Josiah_Willard_Gibbs	0
Josip_Broz	0
Josue	0
Jotun	0
Jotunn	0
Joule	0
Jove	0
Jovian	0
Jovian_planet	0
Jowett	0
Joyce	0
Joyce_Carol_Oates	0
Jr	0
Juan_Carlos	0
Juan_Carlos_Victor_Maria_de_Borbon_y_Borbon	0
Juan_Domingo_Peron	0
Juan_Ponce_de_Leon	0
Juan_Ramon_Jimenez	0
Juarez	0
Jubbulpore	0
Juda	0
Judaea	0
Judah	0
Judaic	0
Judaica	0
Judaical	0
Judaism	0
Judas	0
Judas_Iscariot	0
Judas_Maccabaeus	0
Judas_tree	0
Jude	0
Judea	0
Judeo-Christian	0
Judeo-Spanish	0
Judgement_Day	0.375532032
Judges	-0.31712
Judgment_Day	0.014197146
Judith	0
Judith_Jamison	0
Judy_Garland	0
Juggernaut	0
Juglandaceae	0
Juglandales	0
Juglans	0
Juglans_californica	0
Juglans_cinerea	0
Juglans_nigra	0
Juglans_regia	0
Jugoslav	0
Jugoslavian	0
Jugoslavija	0
Jules_Alfred_Huot_de_Goncourt	0
Jules_Emile_Frederic_Massenet	0
Jules_Feifer	0
Jules_Verne	0
Jules_de_Goncourt	0
Julia_Evelina_Smith	0
Julia_Ward_Howe	0
Julian	0
Julian	0
Julian_Bond	0
Julian_calendar	0
Julian_the_Apostate	0
Julio_Iglesias	0
Julius_Caesar	0
Julius_Erving	0
Julius_Marx	0
Julius_Ullman	0
Julius_Winfield_Erving	0
July	0
July_1	0
July_4	0
Jumada_I	0
Jumada_II	0
Juncaceae	0
Juncaginaceae	0
Junco_hyemalis	0
Juncus	0
Juncus_articulatus	0
Juncus_bufonius	0
Juncus_effusus	0
Juncus_inflexus	0
Juncus_leseurii	0
Juncus_tenuis	0
Jund-ul-Islam	0
June	0
June_14	0
June_21	0
June_23	0
June_24	0
June_29	0
June_3	0
June_beetle	0
June_bug	0
June_grass	0
Juneau	0
Juneberry	0
Jung	0
Jungermanniaceae	0
Jungermanniales	0
Jungian	0
Jungian	0
Jungian_psychology	0
Junin_virus	0
Junior	0
Junipero_Serra	0
Juniperus	0
Juniperus_bermudiana	0
Juniperus_communis	0
Juniperus_communis_depressa	0
Juniperus_flaccida	0
Juniperus_horizontalis	0
Juniperus_procera	0
Juniperus_sabina	0
Juniperus_silicicola	0
Juniperus_virginiana	0
Junker	0
Junkers	0
Juno	0
Junoesque	0
Jupiter	0
Jupiter's_beard	0
Jupiter_Fidius	0
Jupiter_Fulgur	0
Jupiter_Fulminator	0
Jupiter_Optimus_Maximus	0
Jupiter_Pluvius	0
Jupiter_Tonans	0
Jurassic	0
Jurassic	0
Jurassic_period	0
Jussieu	0
Justice	-0.232417792
Justice_Department	0.218220646
Justinian	0
Justinian_I	0
Justinian_code	0
Justinian_the_Great	0
Jute	0
Jutish	0
Jutland	0
Juvenal	0
Jyaistha	0
Jylland	0
Jynx	0
K	0
K'ung_Futzu	0
K-Dur_20	0
K-lor	0
K-lyte	0
K.E.	0
K2	0
KB	0
KBO	0
KGB	0
KKK	0
KO	0
KO'd	0
KO_punch	0
KP	0
KR	0
KS	0
KY	0
K_particle	0
K_ration	0
Ka	0
Kaaba	0
Kabala	0
Kabbala	0
Kabbalah	0
Kabbalism	0
Kabbalist	0
Kabolin	0
Kabul	0
Kach	0
Kachaturian	0
Kachin	0
Kachinic	0
Kadai	0
Kadai_language	0
Kadikoy	0
Kaffir_pox	0
Kafir	0
Kafiri	0
Kafka	0
Kafkaesque	0
Kafocin	0
Kahane_Chai	0
Kahlil_Gibran	0
Kahlua	0
Kahn	0
Kahoolawe	0
Kahoolawe_Island	0
Kaiser	0
Kaiser_Bill	0
Kaiser_Wilhelm	0
Kakatoe	0
Kakatoe_galerita	0
Kakatoe_leadbeateri	0
Kakemono	0
Kalaallit_Nunaat	0
Kalahari	0
Kalahari_Desert	0
Kalamazoo	0
Kalapooia	0
Kalapooian	0
Kalapuya	0
Kalapuyan	0
Kalashnikov	0
Kalashnikov_culture	0
Kali	0
Kalimantan	0
Kalinin	0
Kalka	0
Kalki	0
Kallman's_syndrome	0
Kalmia_angustifolia	0
Kalmia_latifolia	0
Kalmia_polifolia	0
Kalon_Tripa	0
Kalotermes	0
Kalotermitidae	0
Kaluga	0
Kam-Sui	0
Kam-Tai	0
Kam_Muang	0
Kama	0
Kamarupan	0
Kamasutra	0
Kamba	0
Kamchatka_Peninsula	0
Kamchatkan_sea_eagle	0
Kamehameha_I	0
Kamehameha_the_Great	0
Kamet	0
Kami	0
Kamia	0
Kammon_Strait_Bridge	0
Kampala	0
Kampuchea	0
Kampuchean	0
Kampuchean	0
Kan_River	0
Kananga	0
Kanara	0
Kanarese	0
Kanawha	0
Kanawha_River	0
Kanchanjanga	0
Kanchenjunga	0
Kandahar	0
Kandinski	0
Kandinsky	0
Kandy	0
Kannada	0
Kannada-speaking	0
Kansa	0
Kansan	0
Kansas	0
Kansas_City	0
Kansas_River	0
Kansu	0
Kant	0
Kantian	0
Kantrex	0
Kaochlor	0
Kaopectate	0
Kaplan_Group	0
Kaposi's_sarcoma	0
Kaposi's_varicelliform_eruption	0
Kapsiki	0
Kara_Kum	0
Kara_Sea	0
Karachi	0
Karaites	0
Karakalpak	0
Karakoram	0
Karakoram_Range	0
Karakorum_Range	0
Karbala	0
Karel_Capek	0
Karelia	0
Karelian	0
Karelian_Isthmus	0
Karen	0
Karen_Blixen	0
Karen_Danielsen_Horney	0
Karen_Horney	0
Karenic	0
Karl-Marx-Stadt	0
Karl_Adolf_Eichmann	0
Karl_Adolph_Verner	0
Karl_Alex_Muller	0
Karl_Augustus_Menninger	0
Karl_Baedeker	0
Karl_Barth	0
Karl_Czerny	0
Karl_Friedrich_Gauss	0
Karl_Friedrich_Hieronymus_von_Munchhausen	0
Karl_Gauss	0
Karl_Gjellerup	0
Karl_Gunnar_Myrdal	0
Karl_Gustav_Jacob_Jacobi	0
Karl_Jaspers	0
Karl_Landsteiner	0
Karl_Linne	0
Karl_Marx	0
Karl_Menninger	0
Karl_Popper	0
Karl_Rudolf_Gerd_von_Rundstedt	0
Karl_Scheele	0
Karl_Theodor_Jaspers	0
Karl_Waldemar_Ziegler	0
Karl_Wernicke	0
Karl_Wilhelm_Scheele	0
Karl_Wilhelm_Siemens	0
Karl_von_Clausewitz	0
Karl_von_Frisch	0
Karlfeldt	0
Karloff	0
Karnataka	0
Karok	0
Karol_Wojtyla	0
Karpov	0
Karsavina	0
Kartik	0
Kartikeya	0
Karttika	0
Karttikeya	0
Kasai	0
Kasai_River	0
Kashag	0
Kashmir	0
Kashmir_goat	0
Kashmiri	0
Kashmiri	0
Kaspar_Friedrich_Wolff	0
Kasparov	0
Kassite	0
Kastler	0
Katar	0
Katar_Peninsula	0
Katari	0
Katari	0
Kate_Chopin	0
Kate_O'Flaherty_Chopin	0
Kate_Smith	0
Katharevusa	0
Katharine_Hepburn	0
Katharine_Houghton_Hepburn	0
Katherine_Anne_Porter	0
Katherine_Cornell	0
Katherine_Mansfield	0
Kathleen_Mansfield_Beauchamp	0
Kathmandu	0
Kathryn_Elizabeth_Smith	0
Katmai_National_Park	0
Katmandu	0
Katowice	0
Katsina	0
Katsushika_Hokusai	0
Katsuwonidae	0
Katsuwonus	0
Katsuwonus_pelamis	0
Kattegatt	0
Kauai	0
Kauai_Island	0
Kaufman	0
Kaunas	0
Kaunda	0
Kavir_Desert	0
Kavrin	0
Kaw_River	0
Kawasaki_disease	0
Kay_Boyle	0
Kayser-Fleischer_ring	0
Kazak	0
Kazakh	0
Kazakhstan	0
Kazakhstani	0
Kazakhstani	0
Kazakhstani_monetary_unit	0
Kazakstan	0
Kazan	0
Kazimir_Malevich	0
