aspect term	category	polarity	text
;metro station	 location	 neutral	The second day, we walked to the metro station (about 10 minutes) and took the metro to Central Station, which took about 30 minutes.
;staff	 service	 negative	Often we were not able to obtain beach towels, some days the wait was an hour, on others days the staff had no idea when more towels were coming.
;amenities	 building	 positive	The amenities are great.
;null	 hotel	 negative	However, exceedingly frustrating was that the alla carte restaurants were never more than 35 percent full, that we saw, during any dinner time.
;hotel	 hotel	 positive	I highly recommend this hotel for families and/or friends who want to hang out together instead of booking small separate rooms.
;clean;room	 cleanliness rooms	 positive positive	Our room was compact but exceptionally clean and comfortable.
;null	 hotel	 positive	There is no doubt the next time we go to Boston we?
;null	 hotel	 negative	Considering I had just arrived (with my three kids) it wasn't likely I was buying drinks for some stanger in a bar.
;null	 hotel	 neutral	I think the pitfalls I discuss below could be avoided if you know what you're up against from the outset.
;null	 hotel	 positive	We were very pleased with our stay and would definitely stay there again.
;null	 hotel	 neutral	Here is my problem: I do realize that they had no control over the heavy rains from the hurricane, I have no problems with that.
;food	 food	 neutral	I wouldn't come back here if I measured this trip solely based on food but check the other reviews for comments on the two reservation only restaurants (Le Gourmet and Matsuri) because the food their might be really good.
;front desk;requests	 checkin checkin	 positive positive	Whenever we approached the front desk,their offer of assistance always preceded our requests.
;null;music	 location rooms	 negative negative	We heard music up until 3 or 4am both nights of our stay, but it really didn't keep us from sleeping.
;shower	 rooms	 positive	We only had to take a cold shower one day and it gave us a good laugh.
;null	 hotel	 positive	Had a great time
;room	 rooms	 positive	We only booked 1 room which was fine as the beds were huge as was the room/suite.
;delivery entrance	 rooms	 negative	The South side of the hotel faces the delivery entrance of the Resort Quest Hotel next door, and during most daylight hours there are trucks making deliveries.
;lobster	 food	 neutral	On Wednesday night, they serve lobster at the buffet.
;breakfast;lunch;dinner	 food food food	 neutral neutral neutral	They serve breakfast, lunch and dinner there.
;room	 rooms	 neutral	Small, but sexy room
;miscbeach	 building	 positive	MISCBeach - Ocean/beach itself is beautiful.
;taxis	 location	 neutral	Taxis are required for down town and the business district.
;price	 value	 positive	We stayed at The Orchard Hotel when we first arrived, it was twice the price and is further away from Union Square.
;null	 hotel	 positive	you won't be disappointed.
;room	 rooms	 negative	However on the minus side lighting in room at night was dim and bedside lights were a strain to read by, which we like to do.
;garbage	 cleanliness	 negative	They also only dumped the garbage, they did not replace the lining.
;food	 food	 negative	Food : Well ........This is the only negative experience that I can speak of.
;food	 food	 negative	The food comes out all tasting the same - just salty.
;room	 rooms	 positive	The room we had was perfect.
;null	 rooms	 negative	Also you could feel the springs digging into your back all night long.
;null	 checkin	 positive	Arrived around 3 PM and had no problem checking in early.
;golf resort	 hotel	 negative	Not A Golf Resort
;reviews	 hotel	 positive	Excellent hotel I booked this hotel based on the reviews.
;null	 hotel	 positive	We definitely will go back the next time we visit the area.
;atmosphere	 rooms	 negative	The atmosphere in the room got hot, damp and unpleasant and having to get someone to open en close your window for you is every time you want to do something about it is irritating.
;bed	 rooms	 positive	Comfortable bed with fresh sheets everyday.
;null	 hotel	 neutral	I stayed at the RIU the last time I visited Miami.
;hotel lobby;hallways;rooms	 building building rooms	 neutral neutral positive	The hotel lobby, hallways and elevators are not at all impressive and very small, but the large clean rooms are a pleasant surprise when you open the room door.
;personell;dilcia;janet;heidy;donald;front desk	 service service service service service service	 positive positive positive positive positive positive	I want to mention specially the attention af the personell, specially Dilcia, Janet, Heidy and Donald at the front desk.
;value	 value	 positive	Value for the price
;reservation	 hotel	 negative	We watched numerous people turned away, one on crutches, because their reservation was lost in a snafu.
;vacation	 hotel	 positive	Great place to vacation.
;null;understaffed	 checkin service	 negative negative	The resort is either understaffed, poorly managed, or both.
;bathroom	 cleanliness	 positive	The bathroom was clean and nice.
;meeting room;priced	 business value	 positive positive	They have nice meeting room space, and the rooms are reasonably priced.
;null	 hotel	 negative	A t-shirt and a bottle just dont cut it when you spent so much to come and relax!!!
;null	 hotel	 positive	Has it all
;women;front desk	 service service	 negative negative	It was so easy but the other women at the front desk were horrible on helping anyone and even one tried to be confrontational.
;room;bathroom	 rooms rooms	 positive positive	The room was very spacious with a nice bathroom and nice amenities.
;drop off place	 building	 negative	Thankfully, they had two carts sitting by the elevators, but only two.4) There is no real drop off place in front.
;null	 food	 neutral	You had to pick and chose.
;time	 service	 negative	We arrived at lunchtime - ordered food and proceeded to wait a LONG time.
;breakfasts;wine;cheese	 food food food	 positive positive positive	Their breakfasts were wonderful and so was their afternoon wine and cheese.
;price tripled	 value	 negative	Once they realized that we were from America the price tripled for an average three hour excursion.
;shuttle	 hotel	 negative	The shuttle isn't regular enough, and the town of Ubud is fantastic - loads of lovely restaurants, and quiet away from the main streets - I would really recommend staying in the town.
;null	 hotel	 negative	I will not be returning.
;garbage	 cleanliness	 negative	I never saw anyone walking around picking up garbage either.
;business;staff	 business service	 positive positive	Lovely staff, great for business
;concierge desk	 service	 positive	The Concierge Desk, Victor, Patrick, Mohammed, Jonathan, to name just a few, were always pleasant, efficient and helpful.
;room;coffee	 rooms food	 positive positive	The coffee in the room of course was great (this being Seattle).
;front doors	 rooms	 negative	Front doors of rooms are old, not very energy efficient or sound proofed.
;null;value	 hotel value	 positive positive	But all in all for the views and size of room you get for your money, I would say, that by NYC standards anyway, the UN Millennium Plaza offers great value for money and I would certainly stay there again and recommend the place to family and friends.
;null	 hotel	 positive	The mosquitos were not a problem either.
;hotel	 hotel	 positive	Great Hotel The first thing you see coming down the steps of the station at
;null	 service	 negative	Many nights no reservations were available, we were told, despite there being 5 couples seated in a 117-person-capacity restaurant--we booked dinner every evening the 1st night there.
;service;staff	 service service	 positive positive	For me, the best feature of this place is the outstanding service by the staff.
;workers	 hotel	 negative	We noticed the same workers cleaning @ 7 AM were later serving dinners @ 8 PM.
;grounds	 building	 positive	Beautiful grounds.
;parking	 value	 negative	Looking at about $32.00 extra tacked on the hotel bill for valet overnight parking.
;food	 food	 negative	The food I ordered was not the food I recieved and the pizza was less than acceptable.
;room;hilton comfort bed sheets	 cleanliness rooms	 positive positive	Room was clean, and the new Hilton comfort bed sheets were very nice.
;hotel;null	 hotel service	 positive positive	Just ask him and he has the answers !!We will return to this wonderful , splendid hotel soon !
;northeast	 location	 negative	Now if they could only move the hotel 15km to the northeast....
;rooms;service	 rooms service	 positive positive	Great Service And Lovely Rooms
;clean;beds;people	 cleanliness rooms service	 positive negative positive	It鈥檚 a RoomIt鈥檚 DryIt鈥檚 SecureThe people are friendly enoughIt鈥檚 CheepThe Sheets are cleanClean ToiletsOn the Bad Side :Three Single beds and a Matress in the roomIn need of decoration Beds look like they come from a prisonStairs are so steep near the top they are more like a carpeted ladder on steroids.
;rooms	 rooms	 neutral	You could hear the doors shut in the adjacent rooms as well, but overall it was a great experience for Times Square during the Christmas season.
;clean	 cleanliness	 positive	The rooms are very clean and are the perfect base while exploring the city, ask for a room at the front of the hotel as you get your own personal little balcony.
;null	 hotel	 positive	As lots of others have said already, all stuff is great and helpful.
;secrets	 hotel	 positive	paradise found Secrets
;view	 rooms	 negative	View = My wife and I were given a view which overlooked a parking lot and other peoples balconies.
;windows	 rooms	 negative	The windows did not open and the room was stuffy and hot.
;animation crew	 service	 positive	The animation (entertainment) crew were terrific.
;people	 hotel	 positive	People are more friendly and helpful than in Cancun.
;westin	 location	 positive	The Westin is really centrally located so I took off to find dinner and found a bunch of places within a block or two of the hotel.
;information	 hotel	 negative	There is absolutely no information in your room about anything to do with the resort.
;pool;lobby	 building hotel	 negative negative	Pool closed, lobby torn apart and the owners
;business center services	 business	 neutral	Hotel offered free business center services(computer with internet access and printer).
;null	 rooms	 negative	The small window on the slanted ceiling opened minimally and was of no help.
;tub	 rooms	 positive	We all did take a soak in that huge tub, though.
;hotel	 hotel	 positive	Lovely little boutique hotel
;desk staff	 checkin	 positive	Front desk staff was exceptional.
;hotel	 value	 neutral	It is not that overpriced compared to any full-service hotel.
;null	 hotel	 positive	Hotel is good for a home base, but not real big (no business center, etc).
;bathroom;water;pressure	 rooms rooms rooms	 positive positive positive	Very large bathroom and lots of hot water and pressure in the morning.
;null	 rooms	 negative	The construction noise was VERY loud.
;hotel	 cleanliness	 neutral	The hotel is very clean but somewhat dingy.
;risotto	 food	 neutral	I ordered risotto with mushroom with slivers of parmesan.
;parking	 value	 positive	$85 + parking was better than I was expecting.
;null	 cleanliness	 negative	I was afraid to look under the mattress.
;location	 location	 positive	The location is great right near the Embarcadero with the ferry building and all the shops.
;null;engineering;housekeeping	 food service service	 positive positive positive	Engineering and Housekeeping responsed promtly to any request ,to repair a light or a choice from their wonderful pillow menu.
;null;views	 hotel location	 positive positive	The views of the city were great and it was so quiet from where we were - you would forget you were in a busy city.I had a full body massage which was so relaxing that I almost fell asleep at dinner later on!We will be going back next year and so will our clients - everyone loves it!
;null	 hotel	 negative	Bummer!
;reception;null	 checkin service	 negative negative	I stayed here along with a friend for more than 20 days and the behaviour of the guys at the reception was terrible.
;room;view	 rooms rooms	 neutral neutral	We were finally given an alternate room, which did not have as good a view as originally ordered, but was OK.
;room	 rooms	 neutral	Our room was towards the back of the hotel, and the smell became evident the further back you walked.
;soda;tonic;oj	 food food food	 negative negative negative	The soda was odd, the tonic was odd and the OJ tasted like tang.
;sausage;egg	 food food	 neutral neutral	not so keen on the sausage and egg provided as it wasn鈥檛 what I was used to so I got by on the tea and toast - but everyone seemed to be enjoying it - if you prefer something heartier then there are plenty of cafes around.
;location	 location	 positive	It was a perfect location, allowing us to get out quickly to see the sights, and make easy visits back for a rest or to freshen up.
;null	 checkin	 negative	He was helpful in saying that he would make a note in his computer system for verification of reasons we couldnt stay, not sure if this actually occured but we will see.
;clean;breakfast;price	 cleanliness food value	 positive neutral positive	Good price ($200) for a clean, safe, mid-town room (2 double beds) that includes breakfast.
;;	 value service	 positive positive	Contrary to other reviews, I found the prices at both the restaurant and the lounge to be comparable and fair considering the location of the hotel in the Financial District and the level of service and quality provided.
;fruits;nuts;banana bread;flowers	 checkin checkin checkin checkin	 positive positive positive positive	When we checked into our room we received the most wonderful platter of fruits, nuts and banana bread and a fantastic display of fresh flowers.
;null	 service	 negative	but we were not offered refills once during breakfast.
;5 min walk	 location	 positive	Esperanza main strip is only 5 min walk from hotel.
;bugs;staff	 cleanliness service	 positive positive	I saw NO BUGS, the staff was friendly, the hotel was clean.
;facilities;wireless internet	 building building	 negative negative	Nothing wrong with that, however, little has been done to update the facilities to provide for modern conveniences, save for the free high speed wireless internet.
;deal	 value	 positive	We picked this hotel because of the great deal we received on the internet.
;sweat shop	 hotel	 negative	We guess the resort pays nothing to its workers, and is a mere sweat shop.
;null	 rooms	 negative	So unless you are a really early riser or a really heavy sleeper, the noise factor will be quite a problem.
;bar;service	 building service	 negative positive	The only other detractor was the bar - off to one side of reception and seemed like a last minute thought - slick service and a list of over 200 martini - we were sorry we didn't stay long enough to try them all.
;room key	 hotel	 positive	The hotel is VERY secure....front door locked at 10 pm and a room key is needed to access guestroom floors at all times.
;shower	 rooms	 positive	The shower was great- lots of pressure and no temperature fluctuations.
;room	 rooms	 negative	The first room we were taken to had only a shower, and barely enough room to set down our bags.
;pool	 hotel	 positive	The pool was fine, clean and towels were available in the pool area.
;null	 food	 positive	We got down later one morning, nearer 10 than 7, and there was still plenty to choose from.
;null;null	 hotel location	 positive positive	- all these things, and many more, make it a relaxing haven to return to after a hot, busy day's sightseeing, and all so conveniently close.
;null	 hotel	 neutral	Could have done better
;singapore	 hotel	 negative	As I said, it's not exactly a tourist hotel but then again Singapore isn't exactly the most thrilling place on earth either.
;null	 rooms	 neutral	Water in the shower went from cold to hot and back again.
;location	 location	 positive	The only good hting was the location.
;bathroom;shower;tub	 cleanliness cleanliness cleanliness	 positive positive positive	The bathroom was very clean and had a separate shower and tub.
;null	 hotel	 positive	Chancellor exudes charm and character.
;null	 hotel	 negative	I was disgusted and appauled by his actions.
;reviews	 hotel	 neutral	I didn't find it quite so fantastic as some of the reviews i read.
;windows	 rooms	 negative	What was not so good is the fact that you cannot open the windows yourself, and they turned of the airco as it was getting cold outside.
;block	 location	 positive	Both are a block away.
;null	 rooms	 positive	It was beautiful!
;decor;wallpaper	 building building	 positive positive	The hotel decor is very tasteful and trendy, and while the wallpaper may need a tiny bit of work here and there, as has been mentioned before, its really not a big deal.
;breakfast	 hotel	 positive	Only down side was with the luxury breakfast - we had real problems getting a seat and juice.
;null	 hotel	 positive	No better place to stay in Venice.
;bars	 food	 negative	We found only 4 bars and missing the other 3 which we read on the webside.
;dolce vita italian restaurant	 food	 neutral	Dolce Vita Italian Restaurant - some of the dishes were good.
;lunch;beach buffet	 food food	 neutral neutral	Lunch at the Beach buffet was OK.
;resort	 hotel	 positive	Even though this turned us off a bit (again for people who don't mind a lil small talk this is no big) we decided that we would still like to come back beacause of the sheer beauty of the resort.
;bed	 rooms	 positive	The bed was very comfortable and everything was kept really clean.
;frount desk	 hotel	 negative	The lady at the frount desk admited they have been overbooking pepole for some time and that we are not the first to be in that problem.
;hotel	 hotel	 positive	Great Hotel, a little
;beach	 hotel	 negative	Beach - We enjoyed it but we like diving and this is not a good beach for this.
;historic room	 rooms	 negative	She said her right ear was also ringing in the historic room... very spooky!
;null	 hotel	 negative	I decided that Mr. Sims would change his tune when he was confronted with this issue in person, and in front of other guests....I was wrong.
;dressing table	 rooms	 positive	Dressing table, and wardrobe all beautifully decorated.
;null	 location	 neutral	This hotel is on the other side of the Piazza from the bus stop (caddy corner to the large statue at the archway of the Piazza).
;breakfast	 food	 negative	If I had one complaint, it was the quality of the fruit served for breakfast.
;null	 location	 positive	Just in the middle of everything...Museums, Restaurants, Public Transport and lots of Shops.
;hotel	 hotel	 positive	great little hotel
;null	 hotel	 positive	All in all and excellent place to stay and highly recommended.
;null	 service	 positive	They are always smiling and try to make you feel special.
;decor;staff	 building service	 positive positive	The hotel had fun modern decor, and the staff were very friendly, intelligent, helpful, and uniformly young (nearly all under 40 years).
;	 hotel	 negative	Stay away from THe Clift Hotel.
;experience	 hotel	 positive	Wonderful Experience My brother got married on Sunday
;rooms	 rooms	 positive	The rooms are recently renovated, and much improved.
;area	 location	 neutral	It's not in the prettiest part of town, but the area is quite safe and is abviously being redeveloped with trendy apartments.
;null	 service	 positive	Several times they assisted us with public transportation schedules and attraction information.
;breakfast	 food	 positive	Breakfast was fine european standard with fresh fruit, however we could ask for a cup of capucinno or even a glass of hot chocolate.
;vacation;money	 hotel value	 positive positive	Good vacation for the money.
;null	 hotel	 positive	I'm planing my next vacation for next year.
;null	 value	 positive	It was included in my room rate.
;guest service	 service	 positive	The computer guides you through the system; however, two guest service personnel stand by for your convenience.
;crepes	 food	 positive	The crepes were my favourite part of breakfast.
;entertainment crew	 hotel	 positive	The entertainment crew did a great job.
;neighbourhood;metro lines	 location location	 positive positive	There is a minibar, a TV and a/c.-The neighbourhood is very french, the two metro lines Nr. 7 and 10 very convenient.
;room	 rooms	 positive	The bathroom is really nice sized considering the size of the room; plenty large enough for two people to navigate in.
;condoms;hall/stairs;urine;walls;bugs;bed	 cleanliness cleanliness cleanliness cleanliness rooms rooms	 negative negative negative negative negative negative	After reading ALL of the horrible online reviews of St Vincents Guest House AND hearing a first hand account from a friend who encountered condoms in the hall/stairs, bugs in their bed, urine and other questionable fluids on the walls, we CANCELLED our reservation with several weeks notice.
;rooms;rooms	 cleanliness rooms	 positive positive	The rooms are exceptionally clean and inviting.
;staff	 service	 positive	The staff is very helpful and friendly.
;price	 value	 positive	But then for the price(67euros a night) i guess it was to be expected.
;rooms	 rooms	 neutral	Take rooms on side or rear.
;menu	 food	 neutral	The menu was pretty good with a choice of steaks, pizzas, pastas and salads.
;clean	 cleanliness	 positive	Great, clean rooms and bathrooms.
;null	 service	 positive	They know I love the fabulous chocolate chip cookies they make--and the night before I left--they had a tray of them sent to my room with a fond farewell written out in chocolate.
;room	 rooms	 positive	Our room was on the 26th floor with a view of the empire state building from the bed!!
;null	 service	 positive	Everyone here seem to enjoy their work and it shows.
;champagne;chocolates	 service service	 positive positive	They had champagne and chocolates waiting for us along with 2 teddy bears to keep.
;walking distance;room	 location rooms	 positive positive	The room was modernly decorated and within easy walking distance of Grand Central Station and the subway.
;location;circular quay;opera house;restaurants;cafes	 location location location location location	 positive positive positive positive positive	The location is the best thing about this hotel - only minutes from Circular Quay, close to the Opera House and steps from great restaurants and cafes.
;null	 service	 neutral	I was happy to get it, but a working minibar would have been preferable.
;null	 hotel	 positive	We chose the Mandarin Oriental as we felt to old for South Beach and we were glad we made the right choice.
;evian	 value	 negative	We were forced to pay $10 for a bottle of Evian in the bar one night because there is just nothing near by on foot.
;location	 location	 positive	Location is not bustling - but it is close to everything.
;breakfast	 food	 neutral	Breakfast was continental 鈥?
;hamburgers	 food	 negative	We ordered hamburgers once but the meat looked pink even after it was cooked twice.
;management	 service	 negative	Bottom line is I will never return to this resort simply because management did nothing to correct this problem.
;food	 food	 negative	The food doesn't even compare to cruise food.
;null	 building	 positive	We arrived at the Eastgate Tower Suites and were amazed at how cute this hotel was.
;side stree	 rooms	 negative	The only downside of the hotel is that our room faced the side stree (Eddy?)
;null	 hotel	 neutral	We were told to make the reservation at the Customer Relations desk.
;meals	 food	 negative	We had to eat at dirty tables, surrounded by dirty dishes to consume lukewarm or cold meals.
;clean;bathroom	 cleanliness rooms	 neutral neutral	The bathroom was sufficient and for the most part clean.
;lounge area;meal;internet	 building food hotel	 positive positive positive	The lounge area was opened and looked great - We were able to get on the internet, cook a meal and also wash some very dirty clothes.
;null	 hotel	 neutral	No snorkeling right on the hotel's beach (too many waves and no reef), so you have to book a separate excursion.
;tripadvisor	 hotel	 positive	Thanks, tripadvisor, for making reviews available...I did lots of research on-line to get the best place for the best price for our hotel room in New York.
;breakfast;null	 food value	 positive positive	They also do a nice free breakfast snack of coffee/ tea and muffins and bagels.
;wall paper;bathtub;shade pulls;bedspread;windows	 cleanliness cleanliness cleanliness cleanliness cleanliness	 negative negative negative negative negative	e. wall paper coming off walls, bathtub stained, shade pulls very dirty, stained bedspead and cruddy/filthy windows.
;null;bathroom	 cleanliness rooms	 positive positive	The bathroom was huge, spotless and beautiful!
;null	 service	 positive	Every night the kids were involved in putting on little shows.
;animation team	 hotel	 positive	The animation team was fantastic.
;shrimp;lobster;pay an additional $27.00	 food food value	 negative negative negative	If you wanted lobster or shrimp you had to pay an additional $27.00.
;null	 hotel	 positive	We had a great long weekend at the
;location;staff	 location service	 positive positive	The staff are exceptional and the location is as good as it gets - one min walk from Union Square.
;housekeeper	 service	 negative	Finally the housekeeper returned to the room to give fresh towels and empty the garbage pails, were left empy.
;hotel;null	 hotel location	 positive positive	Simone is a great hotel near Victoria Station.
;null	 hotel	 neutral	At check in, we were given 2 dinner reservation tickets for reservations in one of the Fiesta resorts' many alla carte restaurants (vs. the large buffets where reservations are not necessary).
;beach	 location	 positive	I simply cannot express how beautiful the beach is.
;location	 location	 positive	Location in downtown Waikiki can't be beat.
;jrassic buggie tour	 hotel	 negative	We gave the guys at the water taxies pop and water and they gave us free rides......just a tip...Don't go on Jrassic Buggie tour, take the other one, it was a great tour but you will never get your video u pay for...... several people had the same problem......Bar/Disco way to many people at a small space, drinks are free but good luck with this.....Overall this was a great place to stay but we found it to be expensive for gifts ect.
;deluxe king w/fireplace	 rooms	 positive	Our room was upgraded to a Deluxe King w/fireplace.
;staff	 service	 positive	The staff was very welcoming and helpful.
;value;waitress	 value service	 positive negative	The lady waitress was a bit slow on the uptake and didnt understand much of what we were saying but we just didnt let it get to us.Nevertheless this hotel is good value for money and I agree with most of the comments made and the manager has done his best to make sure nobody has a bad time.
;hotel	 hotel	 positive	Brilliant Hotel We stayed in this hotel for our honeymoon and i was nervous about staying here as i had booked it online.
;stops	 location	 positive	This makes it easy for frequent stops during your day, to drop off shopping, etc.
;food	 food	 neutral	The food was tolerable and I always found somehting to eat, but honestly it just isn't very good.
;null	 value	 positive	But for $875 taxes in, you can't complain too much.
;bathroom	 rooms	 negative	The bathroom is tiny and old-fashioned but was fine for us.
;null	 hotel	 positive	Get it booked!
;parking	 hotel	 positive	Free parking, which is a huge plus in Amsterdam.
;located	 location	 positive	This Hotel is located just two blocks from the Pacific Science Center and the Space Needle.
;null	 hotel	 negative	Stay elsewhere if at all possible.
;city	 value	 negative	That's a little too much if you ask me.Overall, the city is still almost empty which is a shame.
;null	 hotel	 negative	I don't see the point in this.
;null	 service	 positive	After check out on our last day, they held our luggage at the hotel while we did some more sightseeing.
;pool bar	 cleanliness	 positive	The others were nice and clean... especially liked the one with the pool bar!
;null	 service	 negative	I wanted to shout.
;breakfast	 food	 positive	Breakfast was very good, you could choose between coffee or tea, orange juice or cereal, fried egg, grilled bacon and baked beens, two boiled eggs or ham and tomato, and also they gave you toast with butter, jam and marmalade.
;hotel;location	 hotel location	 positive positive	loved the royal hotel is in excellent location on
;service	 service	 positive	The service is also very good.
;check out;null	 checkin service	 positive positive	They were also more than happy to store our luggage before and after check out, which was brilliantEverything is right there on the doorstep.
;hollywood bvd	 location	 positive	The situation is walking distance to tacky, tourist Hollywood Bvd.
;marriot;sheraton;null	 hotel hotel business	 neutral neutral negative	If you are looking for a fancy, corporate Marriot or Sheraton, this is not the place for you.
;hotel	 building	 positive	great property Great hotel--very detailed.
;wedding	 hotel	 positive	wonderful wedding my husband and i had planned to get married abroad.
;null	 hotel	 positive	Fantastic This was the first leg of our five week
;null	 hotel	 positive	All other spots were great.
;room	 cleanliness	 positive	The room was very clean.
;convenience store	 hotel	 positive	The convenience store downstairs is nice to grab a snack or a 6-pack of beer.
;lobby	 building	 positive	VERY beautiful and stylish lobby.
;outrigger	 hotel	 positive	Loved the Outrigger
;null	 hotel	 neutral	I watched Mr Sims.
;null	 service	 positive	Kind and Considerate
;null;null	 hotel service	 negative negative	No apology, no offer of upgrade, no sort of compensation.
;null	 service	 negative	First, he was on his cell phone at the concierge desk and seemed annoyed that we interrupted him.
;staff	 service	 positive	My daughter fell in love with the staff at the resort.
;room	 rooms	 negative	I did however get an extremely strange feeling in the room, and was not keen to stay for a reason that is unknown to me!
;null	 hotel	 positive	Difficult to fault
;null	 location	 negative	It is a bit out of the way though, all the way at the of the Rocks.
;location	 location	 positive	It is a great location - close to North Beach, Union Square and Chinatown.
;null	 hotel	 positive	"""it wont dissapoint!"""
;luna simone	 hotel	 neutral	We recently stayed at the Luna Simone while traveling to London.
;null	 hotel	 negative	I called, and spoke with Matthew Sims once again just to be laughed at and told to have a nice day.
;bathroom	 rooms	 positive	The bathroom was small but perfect with a powerful shower.
;null	 rooms	 neutral	I was hoping for something decent, and at first look I could not complain.
;room;coit tower;bay	 rooms rooms rooms	 neutral neutral neutral	Had a room on 9th floor overlooking Coit Tower and the Bay.
;null	 location	 positive	Not a far walk to the Duomo, farther walk to Ufizzi but manageable if you like to walk.
;null	 rooms	 positive	We were in 1317 upper unit, directly behind the beach bar, for us that was great.
;pools	 cleanliness	 positive	The pools were very clean, but you had to get up at 5am to put your towel on a loung chair or you wouldn't get one by the pool or under an umbrella.
;bathroom;kitchenette;living room	 rooms rooms rooms	 positive positive positive	The bathroom was small, but the kitchenette and large living room more than made up for it.
;breakfast	 food	 negative	first come, first served basis at breakfast.
;bacon;hotel	 food hotel	 negative negative	Bacon is not deep fired.I resend to choose Tokyo Peninsula for my Christmas Holiday .But I will highly recommend Tokyo Hong Kong which I had my wedding in this hotel many years ago.
;staff;service	 service service	 positive positive	Staff were top-notch, and quality of service second to nothing.
;coffee maker	 rooms	 neutral	There was however, no coffee maker.
;waits	 building	 negative	This made for VERY long waits to move between the 5 guest room floors, the lobby, and the two levels of the parking garage.
;food	 food	 positive	My sister who is a picky eater found the food to be good.
;restaurants	 food	 neutral	I also tried the Spanish, Italian, Japanese and Brasilian restaurants.
;beach;pool	 location location	 positive positive	We spent our days going back and forth between the beach (absolutely beautiful clear water and white soft, sand) and the pool.
;hotel	 hotel	 positive	Very good hotel
;eating area	 building	 negative	It was good to have that area, but there wasn't anywhere really comfortable to sit either in eating area or your room.
;furnishing;bar;beer	 rooms rooms food	 positive positive negative	Very nice furnishings, free mini bar, the beer was awful but we enjoyed the water, juice and coke.
;room	 rooms	 negative	When we saw our room, we were not pleased.
;rooms;free internet	 rooms value	 positive positive	The rooms all have cable TV and there's free internet access in the lobby.
;cleaning	 cleanliness	 negative	The room cleaning was questionable though as they did not remove empty water bottles the whole time we stayed.
;null	 hotel	 neutral	We stayed with our daughters at this downtown Hilton property for three night over the holiday weekend.
;staff	 service	 positive	the staff cant do enough for you and are so polite.
;location;bargain;parents	 location value value	 positive positive positive	The hotel is the quintessential bargain for college parents and is in the greatest location - not quite in the french quarter and not too far uptown.
;restaurant	 food	 neutral	The restaurant on property was ok - but did not bill to your room.
;staff	 service	 positive	Staff were friendly and helpful - free safe in lock up behind the reception desk which is very useful as you need to make sure that you do not take anything of much value with you as there are many pick-pockets around.
;bed;day bed;tv area;bathroom;shower;jacuzzi tub	 rooms rooms rooms rooms rooms rooms	 positive positive positive positive positive positive	It had a king sized bed, a separate day bed in the tv area and a huge bathroom with shower and separate jacuzzi tub.
;;;	 hotel business value	 positive positive negative	I would stay here again on points of for business, but if it was my own money I might look around before booking it.
;noise;windows	 rooms rooms	 positive positive	You can let in outdoor noise or block it out with their windows.
;service	 service	 positive	the guest servicesdepartment delivered champaigne and put rose pedals on our bed at night.
;parking =free	 value	 positive	per room (parking =free) and 12,5鈧?
;palace	 hotel	 positive	We were pleasantly surprised when we were upgraded from the Beach Resort to the Palace.
;null	 hotel	 positive	Good Times -
;room;service	 cleanliness service	 positive positive	We experienced impeccable service, our room was cleaned to perfection each day and our mini- fridge was well stocked an extra dollar or 2 here and there gets you extra's such as extra coffee and towels.
;staff	 service	 positive	The staff was unbelievalbly accomodating and attentive to all our needs.
;decor	 cleanliness	 positive	(2) it is clean and very modern in decor.
;null	 hotel	 positive	We spent 5 days at this hotel in August 2007 and will be looking no further when we return to Honolulu.
;hotel	 hotel	 positive	When you drive up, the hotel is not overdone, it's simple.
;room	 rooms	 positive	The window of our room is facing the back of Medici Chapel, a warm scene in the morning of winter season.
;waikiki	 value	 positive	Fantastic Value on Waikiki
;null	 checkin	 positive	She was always smiling, and ready with any questions.
;check in	 checkin	 neutral	It kills me when people put in these reviews about no hot water and a long check in etc.
;location;new orleans	 location location	 positive positive	The location was great for all the sights of New Orleans.
;null	 hotel	 positive	A Quiet and Quaint
;paris	 hotel	 neutral	Not having stayed in any other hotel in Paris I did not have anything to judge it on, but if we went again i think i would look around first.
;chairs	 hotel	 positive	There were also plenty of chairs for everyone.
;building;null	 building hotel	 neutral negative	attractive building, noisy and so on, we met an unexpected problem when we brought a group of 26 students.
;head waiters	 service	 negative	Head waiters from the restaurants to take the order mostly unfriendly - no smile.
;hotel;location	 building location	 positive positive	Nice hotel, great location The Luna
;clean;bathroom	 cleanliness rooms	 positive positive	The bathroom was quite small but it was nice and clean.
;null	 building	 negative	No atmosphere.
;null	 hotel	 negative	Ladder with Carpet
;non-ocean front room	 hotel	 neutral	We stayed in a non-ocean front room the first night and were bothered by the door slamming and loud neighbors, which we could not hear once we moved to the ocean-front room.
;breakfast	 hotel	 negative	The hotels idea of compensasion was breakfast for two.
;null	 building	 negative	Everything in hotel done on the cheap.
;hotel	 hotel	 positive	Ok Hotel I stayed at Tryp
;position	 location	 positive	It's in a good position to see the sites of old East Berlin and close to public transport to go further afield.
;breakfast	 food	 neutral	We slept in every day so we did not try the breakfast.
;lift	 building	 negative	Like others before, i agree that the lift took ages to arrive at times, which was mildly frustrating!.
;la rambla	 location	 positive	We liked this hotel - it is not far from La Rambla and is just across the road from the Metro - Universitat stop.
;null	 hotel	 negative	Like dating a supermodel...
;beach;resort	 hotel hotel	 positive positive	Gorgeous beach, beautiful resort *Readers be aware:
