aspect term	category	polarity	text
;jeckll and hydes	restaurant	 positive	However, I think Jeckll and Hydes t is one of those places that is fun to do once.
;null	restaurant	 positive	We had a good time.
;null	service	 negative	Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.
;service	service	 negative	Service was slow had to wait to order and get food although not crowded.
;drinks	price	 negative	Drinks way over priced.
;food;null	food restaurant	 neutral negative	Food was good not great not worth the wait or another visit
;pizza	food	 positive	Great pizza for lunch place.
;service	service	 positive	Service was quick.
;pizza	food	 positive	The pizza was great.
;null	service	 positive	And it was quick which is very important.
;iced tea	beverages	 positive	Have the iced tea.
;null	beverages	 positive	It was wonderful.
;fish;service	food service	 positive positive	Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.
;delivery	service	 positive	Delivery is fast too.
;service;seating;delivery;sushi	service service service food	 positive positive positive positive	Great friendly service, Fast seating, Fast Delivery, Excellent sushi.
;null;null	price food	 negative positive	A little overpriced but worth it once you take a bite.
;bagel	food	 positive	Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.
;bagels;bagels	food food	 positive positive	The bagels always warm, soft on the inside, crispy on the outside and enormous in size.
;salads;cream cheeses	food food	 positive positive	They have a huge selection of different cream cheeses and all of their salads are great.
;lox	food	 positive	The lox is always fresh too.
;null	restaurant	 positive	Highly recommended to all!
;food	food	 negative	Not impressed with the food.
;resturant;resturant	price ambiance	 negative negative	Prices too high for this cramped and unappealing resturant.
;ambiance	ambiance	 negative	Zero ambiance to boot.
;place	restaurant	 negative	I thought this place was totally overrated.
;null	restaurant	 neutral	Everything we had was good or ok....but definitely nothing great.
;ambience;service	ambiance service	 positive negative	The ambience was nice, but service wasn't so great.
;null;null	restaurant price	 negative negative	When you add it all together, it just doesn't seem worth it to me...especially considering the prices.
;shabu-shabu restaurant	restaurant	 positive	This is the BEST Shabu-Shabu Restaurant in the Try-State Area.
;food;feel	food ambiance	 positive positive	I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.
;shabu-shabu	food	 positive	Thius is a must for anyone who loves Shabu-Shabu.
;atmosphere	ambiance	 positive	The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.
;owner;staff;ambiance	misc misc ambiance	 positive positive positive	The owner and staff are all Japanese as well and that adds to the entire ambiance.
;menu;null;null	food food food	 negative positive positive	Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.
;null	restaurant	 positive	I must give it Yon out of Yon stars!
;taxan	food	 positive	Taxan delicious!
;null	restaurant	 positive	This restaurant was recommended by a local...as a matter of fact, he made the reservation for us and said we would not be disappointed!
;null;service;food	price service food	 positive positive positive	The prices were CHEAP compared to the quality of service and food.
;null	restaurant	 positive	We liked it so much, that we will always make it a point to dine here when we visit New York.
;location;ambience;food	location ambiance food	 neutral neutral positive	The location and ambience is Ok but the food is what makes up for it.
;null	food	 positive	There is a lot of variety even for people who eat vegetarian like me.
;green curry with vegetables	food	 positive	Try green curry with vegetables.
;null	food	 positive	The quantity is also very good, you will come out satisfied.
;service	service	 neutral	The service is ok, some of the people didn't get what they asked for.
;null	restaurant	 positive	I was there on sat. for my birthday and we had an excellent time.
;ravioli	food	 positive	I had the best ravioli ever.
;wine;service	beverages service	 positive positive	The wine the service was very good too.
;null	price	 neutral	Moderate prices.
;null	ambiance	 neutral	A little noise but I think that was because of our party!
;trattoria;trattoria	ambiance restaurant	 positive positive	This quaint and romantic trattoria is at the top of my Manhattan restaurant list.
;food;dishes;specials;regular menu-fare	food food food food	 positive positive positive positive	The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.
;parmesean porcini souffle;lamb glazed with balsamic vinegar	food food	 positive positive	Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.
;candle-light;food;service;tables	ambiance food service ambiance	 positive positive positive negative	Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.
;null	restaurant	 positive	A guaranteeed delight!
;food;wine;food;wine	food beverages price price	 positive positive positive positive	I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.
;marinara/arrabiatta sauce;mozzarella en carozza;null	food food food	 positive positive positive	If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.
;back room	ambiance	 positive	Check out the secret back room.
;null	restaurant	 positive	I pray it stays open forever.
;emilio	restaurant	 positive	Thank You Emilio.
;food;service;null	food service price	 positive positive positive	I found the food, service and value exceptional everytime I have been there.
;food	food	 positive	The food was authentic.
;null	food	 positive	I felt as though I were eating in Paris.
;service	service	 positive	The service was excellent - friendly and attentive.
;null	price	 positive	The prices are wonderfully low.
;wine choices	beverages	 positive	Very good wine choices.
;pizza	food	 positive	Who has room for Cheesesticks with the best pizza in NYC!
;pepperoni;family style salad	food food	 positive positive	Get the pepperoni - YUM - and a family style salad.
;staff	service	 positive	Great staff.
;service	service	 positive	Always great service!
;null	restaurant	 positive	I go twice a month!
;null	restaurant	 positive	Fantastic!
;food	food	 positive	The food is good, I can't lie.
;staff	service	 negative	But the staff was so horrible to us.
;hostess;waitress	service service	 negative negative	The hostess and the waitress were incredibly rude and did everything they could to rush us out.
;waitress	service	 negative	We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.
;place;food;service	price food service	 negative positive negative	This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.
;null	restaurant	 negative	Save yourself the time and trouble and skip this one!
;amma	restaurant	 neutral	Amma is nothing special.
;dishes;dishes	food price	 negative negative	I ate here a week ago and found most dishes average at best and too expensive.
;null	restaurant	 negative	Will not be back.
;vegetarian dishes;non-veg selections	food food	 negative positive	Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.
;decor;service	ambiance service	 positive negative	Decor is nice though service can be spotty.
;place	misc	 neutral	This place is always packed.
;food	food	 positive	Most importantly, food is excellent.
;sea bass	food	 positive	Try the sea bass.
;null	restaurant	 positive	Highly recommended.
;dal bukhara	food	 positive	First of all Dal Bukhara Rocks.
;food	food	 positive	I am happy i did the food was awsome.
;null	food	 positive	JUST AWSOME.
;kababs;dal bukhara	food food	 positive positive	and yes Dal Bukhara is so dam good and so are all the kababs.
;null	restaurant	 positive	but overall i give it a 10
;null	restaurant	 positive	10
;haru on park s	restaurant	 negative	Haru on Park S is simply disgusting.
;fish;rice	food food	 negative negative	The fish was not fresh and the rice tasted old and stale.
;sushi	food	 negative	Quite frankly, this is some of the worst sushi I have ever tried.
;null	restaurant	 negative	Will never be back.
;sushi	food	 negative	honestly the worst sushi my husband and i had in our entire lives.
;restaurant	restaurant	 negative	not sure why this restaurant would be rated that highly.
;all-u-can-eat sushi	food	 negative	the all-u-can-eat sushi is definitely in very poor quality.
;menu;ingredients;fish;rice	food food food food	 negative negative negative negative	limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice. 
;soy sauce;rice	food food	 negative negative	the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish. 
;waitstaffs	service	 positive	the waitstaffs are nice though.
;null	restaurant	 negative	wont come back again for sure!
;roth's	restaurant	 negative	I have been to Roth's twice and both times were very disappointing.
;service	service	 negative	Both times I was extremely dissappointed by the service, which was boarderline rude.
;null	service	 negative	They wouldnt even let me finish my glass of wine before offering another.
;null	service	 negative	Much of the time it seems like they do not care about you.
;dinner	food	 negative	The dinner was ok, nothing I would have again.
;eggs benedict	food	 negative	I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.
;null	restaurant	 positive	This was a great surprise.
;meal;room;null	food ambiance location	 positive positive positive	With the theater 2 blocks away we had a delicious meal in a beautiful room.
;service	service	 positive	The service was attentive.
;null	restaurant	 positive	I look forward to eating here again
;planet thai	restaurant	 positive	Planet Thai is great!
;food;drinks;atmosphere	food beverages ambiance	 positive positive positive	We love the food, drinks, and atmosphere!
;svc;restaurant	service restaurant	 negative positive	The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!
;pad thai;null	food price	 positive positive	Try the Pad Thai, it's fabulous and their prices are so cheap!
;portions;food;null	food food price	 positive positive positive	Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!
;null	service	 negative	They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.
;sandwiches;sandwiches	food price	 negative negative	Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.
;null;null	restaurant price	 negative negative	Overall, not worth the money.
;atmosphere;null	ambiance restaurant	 positive negative	Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.
;chennai garden	restaurant	 positive	Chennai Garden is my favorite Indian restaurant in the city.
;indian;indian	food price	 positive positive	They have authentic Indian at amazin prices.
;dishes	food	 negative	This restaurant is VEGETARIAN; there are NO MEAT dishes whatsoever.
;seats	ambiance	 negative	The seats are uncomfortable if you are sitting against the wall on wooden benches.
;restaurant;restaurant	misc ambiance	 negative negative	It's a rather cramped and busy restaurant and it closes early.
;cigar bar;staff	ambiance service	 positive positive	Patroon features a nice cigar bar and has great staff.
;food;portion sizes	food food	 positive positive	The food is tasty and portion sizes are appropriate.
;restaurant	misc	 positive	This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.
;place	misc	 negative	Not a great place for family or general dining.
;place	restaurant	 positive	LLOOVVE THIS PLACE.
;food	food	 positive	Food is excellent.
;fish	food	 positive	Fish is so very fresh.
;waitstaff	service	 positive	Waitstaff are very friendly.
;yuka	restaurant	 positive	Love YUKA.
;seafood;mermaid inn	food restaurant	 positive positive	Mermaid Inn is an overall good restaurant with really good seafood.
;menu;dishes	food food	 negative positive	The menu is limited but almost all of the dishes are excellent.
;lobster sandwich;spaghetti with scallops and shrimp	food food	 positive positive	The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.
;service;ambience	service ambiance	 positive positive	The service is good and ambience is good for a date or group outing.
;restaurant	price	 negative	The only fallback on this restaurant is the prices.
;seafood;seafood	food price	 positive negative	Even though its good seafood, the prices are too high.
;lobster sandwich;lobster sandwich;lobster sandwich	food food price	 positive negative negative	The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.
;null	restaurant	 positive	We were very pleasantly surprised.
;food;halibut special;steak;service	food food food service	 positive positive positive positive	The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.
;waiter	service	 positive	When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.
;waiter	service	 positive	Truly the mark of an attentive waiter.
;restaurant	restaurant	 positive	I highly recommend the restaurant based on our experience last night.
;foods	food	 negative	We ate at this Thai place following the reviews but very unhappy with the foods.
;foods	food	 negative	We thought that this place is using too much of MSG cooking in the foods.
;null	restaurant	 negative	They don't concern much of customer's health, just want to make money.
;null	restaurant	 negative	please don't fool us.
;jelly fish;drunken chicken;soupy dumplings;stir fry blue crab	food food food food	 positive positive positive positive	I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.
;food;waiters	price service	 positive positive	The food is so cheap and the waiters are nice.
;null	misc	 neutral	Of course, it is crowded but who cares.
;null	misc	 positive	Authentic Shanghai style and I cannot recommend a better Shanghai place in New York.
;food	food	 positive	Have frequented 'ino for several years and the food remains excellent.
;cheese plate;cheese plate;cheese plate	food food price	 positive positive positive	Cheese plate is a varied delight and great bargain at $10.
;bruschettas;paninis;tramezzinis	food food food	 positive positive positive	The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.
;asparagus, truffle oil, parmesan bruschetta	food	 positive	(The asparagus, truffle oil, parmesan bruschetta is a winner!)
;wine list;wine list	beverages price	 positive positive	Wine list is extensive without being over-priced.
;specials	food	 positive	Be sure to try the seasonal, and always delicious, specials.
;null	restaurant	 positive	Definitely a neighborhood favorite.
;place	restaurant	 positive	I loved this place!!
;atmosphere	ambiance	 positive	I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.
;food;food;place	food price ambiance	 positive positive positive	The food was very good, a great deal, and the place its self was great.
;wait staff	service	 positive	The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.
;people;cafe noir	service restaurant	 negative positive	I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!
;service	service	 negative	The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.
;waitress	service	 negative	The waitress, seems to be more concerned of looking good than actually waitressing.
;manager	service	 negative	After dinner the manager grabbed my boyfriend, asked him: Where are you from...maybe you dont know how things work in America...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on.
;waitress	service	 negative	We did tip, I guess the model/waitress just wanted more and complained to the manager.
;staff;cafe noir	service restaurant	 negative positive	The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.
;pizza	food	 positive	Pizza here is consistently good.
;salads	food	 positive	Salads are a delicious way to begin the meal.
;calamari	food	 negative	You should pass on the calamari.
;null	food	 negative	It is thick and slightly soggy.
;decor	ambiance	 positive	Decor is charming.
;service	service	 neutral	Service is average.
;place	restaurant	 positive	What a great place.
;ambience;null;food	ambiance price food	 positive positive positive	The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.
;null	service	 neutral	I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.
;thai cuisine	food	 positive	I would definitely recommend SEA if you like thai cuisine!
;customer service	service	 negative	I was here a few weeks back and we had the worst customer service experience at a restaurant ever.
;gentleman	service	 negative	A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.
;null	service	 negative	When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently 
;null	service	 negative	While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.
;null	restaurant	 negative	Never again!
;place	restaurant	 positive	I absolutely Loved this place.
;atmosphere;dishes;service	ambiance food service	 positive positive positive	Excellent atmosphere, delicious dishes good and friendly service.
;null	restaurant	 positive	this is can became on e of the NY Italian Food fare institutions.
;null	restaurant	 positive	I think that it is absolutely brilliant and well runned business operation.
;wine list	beverages	 positive	The wine list is also really nice.
;null;food;drinks;staff;mileau	restaurant food beverages service ambiance	 positive positive positive positive positive	Everything was wonderful; food, drinks, staff, mileau.
;place	restaurant	 positive	I would highly recommend this place!
;casimir	restaurant	 positive	I have been to Casimir over 5 times and I have always had a great time there.
;food;food	food price	 positive positive	The food is great and reasonably priced.
;hostess	service	 negative	I have tried to make reservations, but both times, the hostess didn't have my name.
;outside table	ambiance	 positive	If the weather is nice, try to snag an outside table.
;staff;staff;unisex bathroom	service service ambiance	 positive negative negative	The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.
;null	restaurant	 positive	My boyfriend and I went there to celebrate my birthday the other night and all I can say is that it was magnificent.
;caviar;waitstaff	food service	 positive positive	From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.
;waitstaff	service	 positive	Considering we were the last patrons there and it was after the closing time, the waitstaff did not rush us at all and made us feel comfortable and relaxed.
;caviar;service	food service	 positive positive	I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.
;restaurant	restaurant	 positive	Nice Family owned traditional restaurant.
;ingredients;null	food food	 positive positive	Fresh ingredients and everything is made to order.
;null	restaurant	 positive	I was pleasantly surprised to find this gem in Hoboken.
;staff	service	 positive	Friendly staff that actually lets you enjoy your meal and the company you're with.
;food;salmon dish	food food	 positive positive	I found the food to be outstanding, particulary the salmon dish I had.
;change mojito	beverages	 positive	I also ordered the Change Mojito, which was out of this world.
;dim sum	food	 neutral	My friends settled for rice dishes, but we came back the following day to try the dim sum, which was good...not outstanding, but good.
;back patio;music	ambiance ambiance	 positive positive	We ate out in the back patio, which is worth it as it's cool and the music is hear well there.
;restaurant	restaurant	 positive	Overall, excellent restaurant!
;food	food	 positive	The food was good.
;place	ambiance	 positive	The place was nice and calm.
;service	service	 negative	but the service was a bit slow.
;buffet	food	 positive	The buffet had a nice selection.
;food;dishes	food food	 positive positive	The food was average or above including some surprising tasty dishes.
;service	service	 positive	Service was also very good.
;null	restaurant	 positive	I would go back.
;cheesecake;pastries	food food	 positive positive	I got an excellent piece of cheesecake and we had several other nice pastries.
;food;null	food food	 negative positive	I would recommend Roxy's for that, but not for their food.
;cheeseburgers	food	 neutral	My son and his girlfriend both wanted cheeseburgers and they were huge!
;null	food	 negative	But, they were too big for the bun.
;burgers	food	 negative	Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.
;null	price	 negative	Also they were $15 each!
;pastrami sandwich on a roll	food	 neutral	I had a huge pastrami sandwich on a roll.
;null;null	price food	 neutral negative	It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!
;food;place	food ambiance	 negative positive	This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.
;food;spice	food food	 negative negative	The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.
;tom kha soup	food	 negative	And the Tom Kha soup was pathetic.
;thai	food	 negative	If you want good authentic Thai this place is not the place to go.
;food	food	 positive	We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.
;pesto pizza;spicy italian cheese	food food	 positive positive	The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.
;null	location	 positive	Conveniently located too, being right on Bedford ave.
;back garden sitting area	ambiance	 positive	THe back garden sitting area is very pleasant, where you can see their personal herb garden.
;null	restaurant	 positive	I will definetly be going back.
;lobster sandwich	food	 positive	We had the lobster sandwich and it was FANTASTIC.
;null;portion;french fries	food food food	 negative positive positive	My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.
;scallops;sauce	food food	 positive positive	We had the scallops as an appetizer and they were delicious and the sauce was wonderful.
;martinis	beverages	 positive	We waited at the bar and had martinis that were just right.
;null	restaurant	 positive	We will be back.
;food	food	 positive	love the food.
;japanese comfort food	food	 positive	it's the only place you can get yummy authentic japanese comfort food.
;null	price	 positive	and you can't beat the prices.
;null	restaurant	 positive	highly recommended.
;place	restaurant	 positive	I've lived in NY for 5 years and this place has it all.
;food;menu;service;setting	food food service ambiance	 positive positive positive positive	Great food, good size menu, great service and an unpretensious setting.
;dishes;lamb sausages;sardines with biscuits;large whole shrimp;pistachio ice cream	food food food food food	 positive positive positive positive positive	The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).
;place	restaurant	 positive	I'm glad I was introduced to this place and this is a rare gem in NY.
;null;null;delivery	food food service	 positive positive positive	The freshest, best variety, and the fastest delivery.
;null	price	 positive	Also very inexpensive.
;null;null	restaurant price	 positive positive	A great choice at any cost and a great deal.
;service;food	service food	 positive positive	The service was excellent and the food was delicious.
;sushi;ceviche mix (special);crab dumplings;assorted sashimi;sushi;rolls;sake;banana tempura	food food food food food food beverages food	 positive positive positive positive positive positive positive positive	We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.
;spot	misc	 positive	Definitely a great spot for a nice occasion or date.
;thai food;delivery	food service	 positive negative	Average to good Thai food, but terrible delivery.
;null	service	 negative	I've waited over one hour for food.
;null	service	 negative	They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.
;thai restaurant	misc	 negative	A Thai restaurant out of rice during dinner?
;food;null	food service	 negative negative	The food arrived 20 minutes after I called, cold and soggy.
;place;place	price restaurant	 positive positive	This is a wonderful place on all stand points especially value ofr money.
;service	service	 positive	An excellent service
;waiter	service	 positive	We were greeted promptly by the waiter who was very nice and cordial.
;null;dishes	service food	 positive positive	She was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about Indian food.
;food	food	 positive	The food looked very appetizing and delicious since it came on a variety of fancy plates.
;gulab jamun (dessert)	food	 positive	We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.
;restaurant	restaurant	 positive	I thanked my friend who recommended me this restaurant and will certainly recommend it to others.
;service;food	service food	 positive positive	Service here was great, food was fantastic.
;guacamole+shrimp appetizer;filet;frites	food food food	 positive positive negative	Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.
;null	restaurant	 positive	Will absolutely visit again.
;place	restaurant	 positive	You cannot go wrong with this place.
;food;service	food service	 positive positive	The food is outstanding and the service is quick, friendly and very professional.
;crowd;null	misc ambiance	 positive positive	Always a nice crowd, but never loud.
;null	restaurant	 positive	Go here.
;null	misc	 positive	Good for dates or with friends.
;pizza place	misc	 positive	I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.
;null	restaurant	 positive	However, it is jus too good to not praise it.
;pizza	food	 positive	By far, the best pizza in Manhattan.
;crust;staff;ingredients	food service food	 positive positive positive	The crust is thin, the ingredients are fresh and the staff is friendly.
;menu	food	 positive	The menu has so many fish items and oysters.
;fish	food	 positive	The fish was really,really fresh.
;mare	restaurant	 positive	We all agreed that mare is one of the best seafood restaurants in New York.
;pizzeria	restaurant	 positive	I stumbled upon this great pizzeria as I explored my new neighborhood.
;pizzas;pizzas	food price	 positive positive	All of the pizzas are terrific and the price is even better!
;sophia pizza	food	 positive	I highly recommend the Sophia pizza.
;null	food	 positive	It's to die for!
;food;service	food service	 negative negative	The food was mediocre at best but it was the horrible service that made me vow never to go back.
;waiter	service	 negative	Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.
;null	service	 negative	So rushing us out was absolutely unnecessary!
;food;service	food service	 negative negative	For the people who want great food plus great service, Roxy is a place to AVOID!
;sushi;sushi	food food	 positive negative	The first time the sushi was outstanding, the second time it was a little bland.
;null	restaurant	 neutral	I'm sure I'll return for a final judgement tho.
;blond wood decor;premium sake;service	ambiance beverages service	 positive positive positive	The blond wood decor is very soothing, the premium sake is excellent and the service is great.
;mizu	restaurant	 positive	Mizu is the Japenese find in Grammercy.
;kitchen food;sushi	food food	 positive positive	While their kitchen food is delicious, their Sushi is out of this world.
;rolls	food	 positive	Mizu is home to creative and unique rolls not to found anywhere else.
;cuisine;service	food service	 positive positive	Not only is the cuisine the best around, the service has always been attentive and charming.
;mizu	restaurant	 positive	Warning: You may find it difficult to dine at other Japanese restaurants after a visit to Mizu!
;people;food;thalia	service food ambiance	 positive negative positive	Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.
;smoked salmon and roe appetizer	food	 negative	I ordered the smoked salmon and roe appetizer and it was off flavor.
;entree;entree;dessert	food food food	 negative negative negative	The entree was bland and small, dessert was not inspired.
;menu;menu	price food	 negative negative	I expected quite a bit more from such an expensive menu.
;view;food	location food	 positive positive	The view is spectacular, and the food is great.
;strawberry daiquiries	beverages	 positive	Wonderful strawberry daiquiries as well!
;null	restaurant	 positive	Definitely worth the trip to Battery Park City!
;null	restaurant	 positive	One of my favorite places in Manhattan.
;taiwanese food;taiwanese food	food price	 positive positive	Authentic Taiwanese food that's cheap... what more could you ask for?
;null	restaurant	 positive	(Besides that there should be more restaurants like it around the city).
;cold appetizer dishes	food	 positive	The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.
;food;food;outdoor atmosphere	food food ambiance	 positive positive positive	delicious simple food in nice outdoor atmosphere.
;wait staff	service	 positive	Kind, attentive wait staff.
;scallops;mahi mahi (on saffron risotto	food food	 positive positive	I really like both the scallops and the mahi mahi (on saffron risotto-yum!).
;chicken and mashed potatos	food	 positive	My friend devoured her chicken and mashed potatos.
;crab cakes	food	 positive	Delicious crab cakes too.
;garden;food	ambiance food	 positive positive	Even if the food wasn't this good, the garden is a great place to sit outside and relax.
;joint	restaurant	 positive	Great neighborhood joint.
;selection of thin crust pizza;selection of thin crust pizza;pizza place;basil slice	food food restaurant food	 positive positive positive positive	This is a nice pizza place with good selection of thin crust pizza including the Basil slice.
;calzones	food	 negative	Their calzones are horrific, bad, vomit-inducing, YUCK.
;null	food	 negative	They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.
;counter service	service	 negative	The counter service is bad.
;null	service	 negative	They charge different prices all the time.
;null	service	 negative	They're rude at times, and not very friendly.
;pizza 33	restaurant	 negative	NO PIZZA 33 for me!
;null	food	 negative	Anybody who likes this place must be from a different planet, where greasy, dry and tasteless are complimentary.
;dosas;dosas	food food	 negative negative	The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.
;sandwiches;sandwiches	food price	 negative negative	The sandwiches are dry, tasteless and way overpriced.
;place;room;clerks	restaurant ambiance service	 negative negative negative	Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.
;place	restaurant	 positive	Seriously, this place kicks ass.
;atmosphere;service;food	ambiance service food	 positive positive positive	The atmosphere is unheralded, the service impecible, and the food magnificant.
;italian food	food	 positive	Best Italian food I ever had (and being Italian, that means alot).
;null	restaurant	 positive	It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up.
;place	ambiance	 positive	This is such a lovely, peaceful place to eat outside.
;restaurant	location	 positive	The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.
;null	location	 positive	It is set far from the small street it's on, and there is no traffic noise.
;food;basic dishes;drinks	food food beverages	 positive positive positive	The food is good, especially their more basic dishes, and the drinks are delicious.
;place	location	 positive	This is a great place to take out-of-towners, and perfect for watching the sunset.
;sushi	food	 positive	Great sushi experience.
;null	price	 positive	Nice value.
;apppetizers	food	 positive	Unique apppetizers.
;sushimi cucumber roll	food	 positive	Try sushimi cucumber roll.
;spreads;beverage selections;bagels	food beverages food	 positive positive positive	Good spreads, great beverage selections and bagels really tasty.
;null	service	 negative	THE BIG COMPLAINT: NO TOASTING AVAILABLE.
;null	service	 negative	Murray won't do it.
;null	service	 negative	Won't or Can't is not in the service directory.
;service	service	 negative	But who says Murray's is anything about service.
;null	restaurant	 neutral	So close, but not good enough.
;null	misc	 negative	Don't be fooled by crowds of people.
;service	service	 negative	The service is awful.
;place;place	restaurant price	 negative negative	This place is not worth the prices.
;null	service	 negative	Also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.
;pizza 33	restaurant	 positive	Love Pizza 33..
;pizza	food	 positive	I will be out with friends and all of a sudden I am hungry and I only crave one thing... their Pizza.
;null	restaurant	 positive	It hits the spot every time
;williamsburg spot	restaurant	 positive	This tiny Williamsburg spot is always pleasantly surprising.
;pizza;proprietor	food service	 positive positive	The pizza is delicious and the proprietor is one of the nicest in NYC.
;null	restaurant	 positive	I've been many time and have never been disappointed.
;null	food	 positive	They even scoop it out nice (for those on a diet) not too much not to little.
;cream cheeses;coffee	food beverages	 positive positive	The cream cheeses are out of this world and I love that coffee!!
;null;null	service misc	 positive negative	A little crowded but they move that line really fast!
;null;null	price restaurant	 negative positive	A little pricey but it really hits the spot on a Sunday morning!
;bagels;null	food service	 neutral negative	Bagels are ok, but be sure not to make any special requests!
;manager	service	 negative	I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!
;null;bagels	food food	 negative positive	Be sure not to get anything other than bagels!..
;turkey burgers	food	 negative	the turkey burgers are scary!
;japanese food	food	 negative	The worst excuse for Japanese food I've ever encountered.
;soup for the udon	food	 negative	The soup for the udon was soy sauce and water.
;sushi	food	 negative	The sushi was awful!
;rice	food	 negative	The rice was poor quality and was cooked so badly it was hard.
;rice;sushi	food food	 negative negative	Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.
;fish	food	 negative	The fish was adequate, but inexpertly sliced.
;japanese cuisine	food	 negative	It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.
;service	service	 positive	Good, fast service.
;null	restaurant	 positive	I would highly recommend.
;food;food	food price	 positive positive	Food is great and inexpensive.
