aspect term	category	polarity	text
;rough grader;intro level class	 grading grading	 negative negative	I got a rough grader compared to my peers so I had to pull my weight in this intro level class.
;null	 teacher	 positive	He re-engineered our interests in CS again.
;null;teacher	 teacher teacher	 positive negative	She is a neat lady, but not a fun teacher.
;lectures;student participation	 presentation communication	 positive positive	He keeps lectures interesting and encourages student participation without being condescending.
;problems	 counseling	 positive	Randy was nice and helped me with my group problems.
;test	 exam	 positive	He literally told us which ones were on the test.
;teacher	 teacher	 positive	Great teacher and makes class exciting.
;tests	 exam	 neutral	difficult tests, but if you know your stuff they are fine.
;person	 teacher	 positive	He is the nicest person.
;class	 course	 positive	Challenging but rewarding class. 
;professor	 teacher	 positive	Phillis is a great professor despite being unpopular with some students.
;null;exams	 counseling exam	 positive negative	I liked him alot, he was very approachable and everything was easy except for the exams.
;essays	 grading	 negative	I was making 5's on my developmental essays and as soon as I got into this class I failed every one of his essay's.
;professors	 teacher	 positive	one of the best professors i have ever had.
;prof	 teacher	 positive	... never had a better prof...
;equation	 presentation	 negative	Rambles on for 20minutes before he gives you the one equation you need.
;grading	 grading	 negative	als TA Jenny M. Zambrano is tuff in grading.
;teacher	 teacher	 negative	Not a good teacher
;null	 grading	 neutral	The highest grade I received was an 85%, so I had to be almost flawless in every other area.
;lecture;old tests;slides	 attendance presentation presentation	 positive positive positive	If you show up for lecture and pay attention they are not that hard, and he gives you old tests and puts his slides online.
;lectures	 presentation	 positive	Randy is absolutely hilarious and makes lectures bearable.
;null;office hours	 presentation counseling	 positive negative	good teacher and explains things thoroughly, but he is hard to track down for office hours.
;course material;fair	 presentation grading	 positive positive	Course material is very clear and grading is fair.
;class	 presentation	 positive	I wasn't too excited about going to this class in the beginning but she made the class so fun and interesting it was enjoyable.
;style	 teacher	 positive	I personally like his taste in style, due to its natural characteristics!
;null	 attendance	 negative	Attending lecture was certainly not necessary.
;powerpoints	 presentation	 negative	If you like a professor with 200+ slides on his powerpoints, with each slide being nothing but paragraphs/unformatted pictures, hes your guy.
;class	 course	 positive	Mr. Everett's class was very difficult for me, but worth it!
;null	 teacher	 positive	She CARES.
;lectures	 presentation	 positive	As long as you focus on what he says during lectures, it's pretty clear cut.
;teacher	 teacher	 positive	I'm surprised that she doesn't have more comments because she is truly the best teacher at west ga.
;credit	 grading	 positive	Gives extra credit.
;classes	 presentation	 negative	Nothing came clear to me any classes.
;class average	 grading	 negative	Class average for his exam was are 55%, but it is full of idiots.
;test;classes;notes	 exam attendance exam	 neutral neutral neutral	If you do poorly on one test you're basically in trouble so make sure you don't skip any classes, take notes, and study.
;null	 teacher	 positive	she is awesome and i would reccommend her to anyone even if you dont like sociology.
;null	 teacher	 positive	plus, he's pretty good looking.
;jokes	 presentation	 positive	He keeps you interested with jokes, but still teaches with them.
;teacher	 teacher	 positive	Only if i had a teacher like him, in goo'ol early days.
;class	 presentation	 negative	Class is so boring i've might lost attention numerous times every class.
;anecdotes;comments	 teacher teacher	 positive positive	I did enjoy his anecdotes and his comments.
;final grade	 grading	 negative	Even if you work hard, your final grade is left to luck.
;null	 teacher	 positive	She's really helpful and funny too.
;null	 teacher	 positive	he da best
;guy	 teacher	 positive	Nice guy.
;null;intro class	 teacher presentation	 negative negative	Prof. Hora is definitely a hard professor, and made her intro class too difficult.
;owls;lecture;book;owls	 exam exam exam relevance	 negative negative negative negative	OWLs are hard and sometimes not relevant to lecture, sometimes not relevant to the book.
;professor	 teacher	 positive	But overall, good professor.
;professor	 teacher	 positive	Nice Professor
;null	 teacher	 positive	Expects a lot but that is good!
;teacher	 teacher	 positive	Best Teacher I've Had At Stanford
;stuff	 knowledge	 positive	Knows his stuff and makes you too.
;null	 teacher	 positive	Dr. Sacher is amazing!
;practice exams;test	 exam exam	 neutral neutral	Get a hold of recent practice exams, because his old ones are nothing like the actual test.
;teacher	 teacher	 negative	He is the worst teacher ever.
;material;examples	 presentation presentation	 negative negative	He refuses to actually teach the material by using examples and going over things step by step.
;exams;tests	 exam exam	 neutral neutral	They appear on exams so pay attention (dont take notes on them, general interest in what he's saying should be enough for tests).
;class;null	 course grading	 neutral positive	"The class is ""hard"" if one is not particularly skilled in writing, but Mr. Everett grades VERY fairly."
;grade	 grading	 neutral	If you want a good grade, show up at class and follow what he says very closely.
;curve	 grading	 negative	He will NOT curve, (class avg on his test was under 50%).
;tangents	 presentation	 negative	He goes off in tangents.
;labs	 course	 positive	TAs are good and labs are not too bad...relatively easy.
;lectures	 teacher	 positive	Lectures are fun and interesting.
;concepts	 presentation	 negative	Not to good in explaining concepts.
;papers	 grading	 negative	oh my goodness he is passionate but he grades our papers as if are papers are going to be published.
;lab	 presentation	 negative	Lab was also boring and kind of a waste of time.
;null	 teacher	 negative	U wont learn a whole lot from him though
;homework;tests	 exam exam	 negative negative	homework has nothing to do with the tests which are all 15 qs each/85% of your grade so if you mess one up you're screwed.
;tests	 exam	 neutral	If you memorize and understand these few equations, then tests are s
;lectures;exams	 presentation exam	 negative positive	This professor is a bit unorganized but pay attention to her lectures because whatever she talks about will be on the exams.
;null;exams;powerpoints	 teacher exam exam	 negative negative negative	Do not take him, his exams are hard and you got to memorize powerpoints, stay away from him!!!
;teacher	 teacher	 negative	Bad Teacher
;teaching method	 presentation	 positive	Easy to understand teaching method.
;prof;power point;lecture notes	 teacher attendance attendance	 positive positive positive	his a cool prof. as long as you keep up with reading AND attend lecture for his 'power point lecture notes' you'll be fine.
;lecture	 attendance	 positive	Going to lecture is really important for this class.
;tangents	 presentation	 negative	Goes off on tangents frequently and explains things a little more difficult than they have to be.
;test;latin name	 exam exam	 negative negative	The class is super test heavy--you need to remember every official Latin name of every species he mentions or you won't pass any of the tests.
;class	 course	 positive	LOVED this class.
;professor	 teacher	 positive	I really do like him as a professor.
;review;exam guides	 counseling counseling	 positive positive	It really helps since he hands out review/exam guides.
;class;final;null	 course exam grading	 negative positive positive	Class was very hard but final wasnt bad and amazing curve.
;mic	 presentation	 negative	He tends to not keep the mic up to his mouth.
;null	 teacher	 positive	She's really nice.
;null	 teacher	 positive	I find him to be an interesting and lively character.
;material	 presentation	 positive	Interesting material if you read it.
;tests	 exam	 negative	On the other hand, the tests are very difficult.
;professor	 teacher	 negative	He's the worst professor you can take for 240.
;students;potential	 teacher teacher	 positive positive	Mr. Everett is very passionate and expects his students to meet their potential.
;powerpoint slideshows	 presentation	 neutral	He likes the use of Powerpoint slideshows and he lectures for long periods of time.
;class	 teacher	 positive	Interesting in class.
;null	 communication	 positive	He is more than willing to fully explain things that you may not understand.
;null	 teacher	 negative	DON'T TAKE THIS CLASS!!!
;quiz	 exam	 neutral	Every Friday he gives a quiz so you better not plan on going home on Thursday.
;materials;research;interview;survey	 presentation exam exam exam	 negative negative negative negative	her materials are so hard and we need to do our own research as a group meaning that we actaully have to do interview, naturalistic observation and survey!!
;class	 course	 positive	fairly easy class overall
;pop quizzes	 exam	 positive	You really need to keep up everyday with the readings to do well on pop quizzes.
;lecturer;null	 presentation presentation	 positive negative	He is a good lecturer but gets off point at times.
;null	 teacher	 negative	Molumby was harsh this semester.
;teacher	 teacher	 positive	He was a good teacher really into what he teaches.
;professor	 teacher	 positive	He's a great professor.
;material;tests;quizzes	 presentation exam exam	 positive negative negative	He shows an obvious interest in the material and makes lectures interesting but the tests and quizzes are really hard.
;exams	 exam	 negative	His exams are ***** hard.
;class;null	 teacher teacher	 positive positive	I loved his class!
;null;attendance;papers	 teacher attendance exam	 negative negative negative	She's pretty hard, expects attendance, and her papers are tough if you don't know/care about philosophy.
;lectures	 presentation	 positive	He is HILARIOUS the only reason i showed up to school is cuz i wanted to come to his lectures seriously he will make you laugh the whole lecture.
;null	 attendance	 positive	Just show up and you'll DEFINATELY get an A
;null;null	 presentation teacher	 positive positive	He's funny, smart, and LOVES to teach!
;professor;tests	 teacher exam	 positive positive	He was a very clear professor, his tests were very predictable, though he Intentionally throws curve balls &  he makes errors on tests so pay attention for more points!
;null	 presentation	 negative	she comments all the time on how she has a phd yet gets stumped once a period
;grammar;lessons	 presentation presentation	 positive positive	He explains grammar in a way that makes more sense than any of my high school  teachers' lessons did.
;genetics;bio curriculum	 course course	 positive positive	Great spring board for genetics and bio curriculum.
;class	 presentation	 positive	His personality makes the class enjoyable, and he made it easy for me to take an interest and really pay attention to the material.
;discussion	 communication	 positive	If you get engaged in the discussion, you'll do fine.
;students	 counseling	 positive	Very interested in helping students learn.
;material	 presentation	 negative	The material is not too hard but he makes it very confusing.
;power points;lectures;test	 presentation presentation presentation	 negative negative negative	I do not recommend taking this course online because all of his lectures are 1 1/2 hour long power points that you have to watch all of to see whats on the test.
;lectures	 presentation	 negative	seems nice but lectures make no sense.
;proff	 teacher	 positive	I thought he was funny and down to earth, he didnt have an ego like most proff.
;prof;null	 teacher presentation	 negative negative	he is a horrible prof. we can barely hear him.
;test;null	 exam grading	 positive positive	I literally failed every test but he seen that I was really trying and I finished with a B.
;work	 course	 neutral	This class is challenging and you have to make sure you do all the work otherwise you will not pass.
;100-level class	 course	 negative	Too much info for a 100-level class.
;class	 presentation	 negative	Everything about this class will frustrate you.
;class	 presentation	 positive	Mr. Everetts class was very intriguing.
;bio 101;homeostasis	 teacher teacher	 negative positive	From what I understand Molumby is pretty difficult in the BIO 101 class but I highly reccommend him for Homeostasis!
;tests	 exam	 positive	Tests are LONG but fairly easy if you paid attention
;grade	 grading	 negative	You screw up one thing, say bye to a letter grade.
;null	 teacher	 positive	He is very understandin, IF he sees you trying.
;lectures;professor	 presentation teacher	 positive positive	Also, Dr. Mulumby's lectures are far from boring- he's a great professor!
;class	 teacher	 positive	Good class.
;null	 teacher	 neutral	A great guy, sort of a funny but quirky sense of humor.
;professor	 teacher	 positive	I think she is definitely the best professor I've had at UWG so far.
;lectures;diagrams;notes	 presentation presentation presentation	 negative negative negative	He cares about having the students do well but lectures off of diagrams that you can't really take notes from.
;teacher	 teacher	 positive	He is the hottest most badass teacher on campus!
;papers	 exam	 positive	Two papers all semester.
;late work	 exam	 positive	Does not take late work, I tried, but he at least has a good reason for it.
;professor	 teacher	 positive	Molumby is a great professor and  an awesome guy.
;true false;multiple choice	 exam exam	 negative negative	Multiple true false with limited multiple choice.
;professor	 teacher	 positive	BEST professor at UWG
;null	 teacher	 positive	She's one of my favorite professors
;tests	 exam	 negative	Some tests are difficult but you get an optional one at the end.
;null	 presentation	 positive	Plus he's really engaging.
;lectures	 presentation	 negative	His lectures are VERY unhelpful.
;exams	 exam	 negative	Also, he is out to get you on the exams.
;cell biology;mutation;biology	 presentation presentation course	 negative negative negative	He focuses to excess on cell biology and mutation without really teaching about the normal system first, so unless you have a strong background in biology, this class is gonna be an uphill battle.
;journal entries;group presentation;midterm;final	 exam exam exam exam	 neutral neutral neutral neutral	11 journal entries, 1 group presentation, & midterm/final
;grade	 grading	 positive	if you put in the work, she will grade fairly
;teach	 presentation	 negative	i dont understand why peopole like him are allowed to teach, cus he doesnt know how.
;elementary school;skill level	 presentation presentation	 negative negative	He basically taught as if the students were of the elementary school skill level.
;prof	 teacher	 positive	Great Prof.
;exams	 exam	 positive	He's a joker and a half and he tells you what will be on the exams.
;null	 presentation	 neutral	It may seem like he is saying random things, but if you really listen you can see why he is telling this.
;professor	 teacher	 positive	Randy is my favorite professor this semester.
;teacher	 teacher	 negative	Hard teacher.
;lectures	 presentation	 positive	His lectures are really amazing , inspired me to study Math.
;class	 presentation	 positive	Knows how to keep a class interested.
;tests	 exam	 neutral	Get some old tests and just use those to study.
;notes	 attendance	 neutral	Just make sure you show up and do what she says and take her notes and you will be good!
;teacher	 teacher	 positive	He is the best teacher i ever had..and feel lucky to attend his lectures.
;lecture;discussion;assignments	 course communication exam	 neutral neutral neutral	If you pay attention in lecture, discussion, and keep up with the assignments you'll pass no problem.
;null	 teacher	 positive	He is understanding
;null	 teacher	 negative	Not a recommendable teacher.
;homeworks;video guides;review;discussion	 exam exam communication communication	 neutral neutral neutral neutral	Do all the homeworks, use the video guides, go to review and discussion.
;exams	 exam	 negative	exams are hard.
;professor	 teacher	 positive	I liked this professor.
;null	 teacher	 positive	I enjoyed his class and learned a lot.
;lectures;material	 presentation presentation	 positive neutral	Lectures are interesting but the material can be challenging.
;lectures;lectures	 attendance grading	 neutral neutral	I read everything I could and attended all but 3 lectures, I ended up with a 'B' it was the toughest 'B' I ever earned.
;teacher	 teacher	 positive	He's an awesome teacher.
;professor	 teacher	 positive	Professor Schurter is by far the best professor I've had at UMass.
;teachers	 teacher	 positive	Wish all teachers were like Mr Everett.
;classes	 presentation	 positive	her classes were so interesting and insightful i changed my major from psychology to criminology.
;teaching skills;null	 presentation teacher	 negative negative	On top of his terrible teaching skills, he's very ignorant and thinks he's right about everything.
;knowledge;lecture	 knowledge presentation	 positive negative	Don't get me wrong, he's full of knowledge, but no matter how hard I try to focus, I just can't seem to get through one lecture without having my mind wander.
;null	 teacher	 positive	He's really weird but interesting so I do recommend him.
;material	 teacher	 positive	If you are really interested in the material, though, he's great.
;grades	 grading	 negative	everyones grades jumped up until he came back and they all plummeted.
;null	 teacher	 positive	I loved her!
;test	 exam	 negative	Test are hard too
;off topic;cell phones;calculators	 presentation presentation presentation	 negative negative negative	He goes off topic a lot to complain about cell phones and calculators.
;tests;information	 exam exam	 positive positive	Tests are easy, as long as you know the information.
;exams	 exam	 negative	Well, I would agree his exams were very difficul.
;jokes;stories;lectures	 presentation presentation presentation	 positive positive negative	His jokes and stories are great, but it's easy to get lost during lectures.
;material;null	 presentation teacher	 positive positive	He is hilarious and knows how to teach the material he aimed to cover within the planned time which is extraordinary for me.   
;tests;research paper	 exam exam	 neutral neutral	Study, study, study for the tests and do well on the research paper and you'll be fine.
;teaching style	 presentation	 negative	I've never been that interested in political science, but her teaching style is terrible.
;teacher	 teacher	 positive	She was a great teacher, and was very funny.
;book	 relevance	 negative	And the book won't help either.
;professors	 teacher	 positive	One of the best professors UIC has to offer.
;prof	 teacher	 positive	Great prof.
;exams	 exam	 negative	EXAMS AREE NOT RELIABLE AND VALID IN SOME CASES.
;research paper	 exam	 positive	Thanks to her, I know how to correctly write a research paper.
;ratings	 counseling	 negative	Do yourself a favor and ignore all the ratings that say that he is of any help.
;null	 relevance	 positive	Learned a lot.
;lecture	 presentation	 positive	He gives great examples during lecture, understand it and you'll be ok.
;exams;labs;problem sets	 exam course exam	 negative positive positive	Exams are hard, Labs are easy and so are the problem sets.
;exam	 exam	 positive	Only way you prepare for his exam is to go over many old ones.
;office hours	 counseling	 positive	Also extremely helpful in office hours.
;null	 teacher	 neutral	He's better off teaching calc theory than basic calc.
;null	 teacher	 positive	i took his class last semester, and he is FUNNY!!!
;teacher;null	 teacher relevance	 positive positive	Good teacher, can be moody, but you will learn a lot
;null	 teacher	 negative	Probably one of the worst Bio instructors I've had.
;literature;online course	 teacher presentation	 positive positive	Prof. Everett is very passionate about literature and has put a huge amount of work into his online course.
;null	 teacher	 neutral	I would say to take with caution.
;chaptres;captions;information;test	 exam exam exam exam	 neutral neutral neutral neutral	You basically need to read the chaptres and memorize captions and detailed information because anything is fair game for molumby's test.
;e-mails;cryptic messages	 communication communication	 negative negative	He doesn't answer e-mails correctly but simply replies with cryptic messages.
;null	 counseling	 positive	He spent 1 hour with me trying to figure out what I wanted to major in.
;labs;clicker points	 course course	 positive positive	Labs and clicker points are easy.
;paper	 exam	 negative	Literally told a student to go to the National Archives in Washington to research my paper.
;essay style	 exam	 positive	They are both essay style but go to class and you will do great!
;null	 teacher	 positive	I really look forward to having him teach ecology and evolution next semester.
;student	 presentation	 positive	Makes the average college student actually want to go to class.
;exams;people;dates	 exam exam exam	 negative negative negative	The exams are mostly people and dates.
;null	 teacher	 positive	Dr Molumby, if you are reading this, I love you!!
;null	 grading	 positive	Also, it's not super clear what he's looking for, but he grades generously (we think).
;history;british literature;culture	 course course course	 neutral neutral neutral	If you want to learn more about British literature, history, and culture, take it!
;powerpoints;past tests;exams	 exam exam exam	 neutral neutral neutral	And definitely focus on his Powerpoints and past tests to do well on the exams.
;class	 presentation	 positive	I personally never had any problems with her and loved her class.
;lab work	 exam	 positive	Do all the lab work cause it will save you in the end.
;research project	 counseling	 positive	Also, she takes you step by step in the research project so if you do what she tells you to do, it's hard not to get an A!!!!
;material	 presentation	 positive	A huge chunk of material which may be confusing is cleared up after attending a lectures.
;exam questions	 exam	 negative	Exam questions were pretty hard too.
;grade	 grading	 positive	Very easy to get a good grade in his class...that's my opinion.
;professor;exams;lectures	 teacher exam presentation	 positive positive positive	Pretty easy professor, easy exams if you know your stuff, and interesting lectures.
;past exams	 exam	 negative	If you study past exams you'll do fine but DONT depend only on past exams bc he changes small things each year that can trip you up.
;lab reports	 presentation	 negative	Lab reports are irritating though.
;null	 teacher	 positive	Not boring, extremely cool.
;comments;slides	 presentation presentation	 negative negative	The comments he makes in class and comments he puts on slides when they are uploaded can be contradictory.
;class;multiple choice	 exam exam	 negative negative	the class is multiple choice but he just wants to teach it and get out
;practice exams	 exam	 negative	Posted practice exams w/out answers on BB which were useless.
;lecture;exams	 presentation exam	 negative negative	However he repeats the same lecture over multiple times and there were things on exams he never taught in class.
;application;memorization	 presentation presentation	 positive positive	He is all about application and less about memorization.
;professor	 teacher	 positive	Fantastic professor and truly cares about his students.
;professor	 teacher	 negative	worst professor ever.
;students	 counseling	 positive	Did I mention he cares about his students!
;null	 teacher	 positive	She teaches fairly and unbiased for the most part.
;hard grader	 grading	 positive	It's not overwhelming, but she's still a hard grader.
;exams	 exam	 negative	exams are hard.
;class	 attendance	 positive	I did not mind going to this class.
;teacher	 teacher	 positive	he is an awesome teacher.....!
;lectures	 relevance	 positive	I loved the lectures and learnt a lot.
;exam	 exam	 positive	he puts alotta stuff he says on the exam.
;class	 course	 positive	Overall, acing this class should not be an issue if taken seriously
;labs	 course	 positive	Labs are easy.
;teacher	 teacher	 positive	Best online teacher ever.
;class	 course	 neutral	class is okay...
;interview tips	 counseling	 positive	His tips are invaluable, and he helped me land the position I want with some great interview tips.
;null	 teacher	 positive	Extremely funny and won't fail to make you laugh every class.
;professor	 teacher	 positive	Randy is a great professor who really cares about his students.
;test	 exam	 positive	she basically tells you exactly whats on the test.
;teacher;lectures	 teacher presentation	 positive negative	Molumby is  a great teacher Cons: He doesnt speak into the mic so it can get hard to listen to his lectures occasionally.
;class	 course	 positive	Easy class.
;old exams	 exam	 neutral	Must get old exams from friends in order to do well coz he recycles the old exam questions.
;null	 teacher	 positive	I absolutely loved Dr. Sacher.
;quizzes;scantron;clicker	 exam exam exam	 positive positive positive	Gives quizzes every Friday, usually scantron at the end of class but will change it up once in a while to do it during class as clicker.
;class	 teacher	 positive	Take this class with him, you wont regret it.
;classes	 presentation	 positive	Tough but makes classes enjoyable.
;null;teaching style	 teacher presentation	 positive negative	Randall Phillis is a great guy, but his teaching style is very strange.
;board	 presentation	 negative	He just gets up to the board and writes down random stuff doesn't really go over it very well.
;prof	 teacher	 positive	He is a good prof.
;null	 presentation	 neutral	If it's hard to hear him, just sit closer.
;classroom setting	 class	 positive	There isn't a lot of work and the classroom setting is really relaxed and comfortable.
;null	 relevance	 negative	Would rather have learned about organelle biology that more directly relates to us.
;stories	 communication	 positive	But, he always had interesting stories and kept class pretty interesting.
;classes;course	 course course	 positive positive	His classes are usualy not easy, but that's the nature of the course and not his fault.
;lectures;homework	 presentation exam	 negative negative	The homework is all online, but his lectures are almost 2 weeks behind the homework due dates.
;null	 teacher	 positive	I enjoyed working with Mr. Everett.
;null	 teacher	 negative	haha this guy is a joke.
;professor	 teacher	 positive	He was a decent professor.
;null	 teacher	 negative	If it wasn't a required course, I would avoid him.
;null	 teacher	 negative	Bit opinionated/offensive but not demeaning or in anyway.
;null	 presentation	 positive	Very thorough and good at explaining things.
;teaching;english;classes	 presentation presentation presentation	 positive positive positive	He has a passion for teaching and English, which makes his classes fun.
;lectures;null	 presentation attendance	 positive positive	Be sure to sit in front for lectures as he walks around and you can't hear him in the back of the class.Be in lecture,pay attention, and you'll do fine.
;work	 course	 positive	A lot of work, but enjoyable.
;fun facts;questions	 exam exam	 negative negative	If you like unpredictable tests with fun facts, literally fun facts as the questions, hes your guy.
;class;grader	 course grading	 negative negative	Such a hard class and she is NOT an easy grader.
;professor	 teacher	 positive	Dr. Molumby is a good professor.
;essays;expectations;tools	 exam exam exam	 positive positive positive	He has high expectations for the essays but gives you all the tools you need to do well.
;exam;quizzes	 exam exam	 negative negative	his second exam and quizzes dont get much easier.
;null	 grading	 neutral	if not, you'll be grateful with a c.
;null	 teacher	 negative	He's a very intelligent guy, it's just he goes off tangents a lot.
;teacher	 teacher	 positive	Interesting and opiniated teacher- strongly recomend!
;teachers	 teacher	 positive	Professor Sacher is the funniest and one of the best teachers I have had so far at MSU.
;power points;quizzes	 presentation exam	 negative neutral	She gave plenty of quizzes which were ok, I just wish she would have had power points or something.
;class	 presentation	 positive	love love love his class funny as hell!
;subject matter	 presentation	 positive	He brings the subject matter down to an understandable level and at the same time makes it enjoyable and even humerous.
;professor	 teacher	 positive	There seem to be a lot of mixed reviews but overall, Molumby is a good professor.
;tests	 exam	 neutral	However his tests are difficult and test more on the application of the than knowledge.
;books	 knowledge	 positive	He is a beyond accomplished man with several published books to his name.
;null	 teacher	 positive	Shes great and she thinks of the students first!
;null	 course	 positive	It's not too difficult.
;lectures;chapters	 exam exam	 negative negative	Memorize the lectures &  read the chapters if you want to do well.
;null	 presentation	 neutral	Soft spoken so sit in the front!
;null	 teacher	 positive	Randall is a great, but different.
;null	 grading	 negative	I    spoke everyday AND helped her correctly teach about the Iowa Caucuses and she didn't give me an A.
;null	 grading	 positive	I heard so many people complain about him being impossible to pass, it's not impossible if you do what your supposed to.
;class	 course	 positive	Very good class!
;null	 teacher	 positive	Absolutely LOVE him!
;professor	 teacher	 positive	best bio professor so far :)
;writing;grammar	 exam exam	 neutral neutral	I do not think I'll take Prof. Everett next semester, but if you choose to, you better be on top of your writing and grammar game.
;class;time	 attendance attendance	 negative negative	going to class, for me, seems like a waste of time.
;class	 presentation	 positive	He makes class kind of interesting.
;material;quizzes;tests;review;si sessions	 exam exam exam exam exam	 neutral neutral neutral neutral neutral	The material and quizzes and tests can be hard but if you go to review and SI sessions you will be fine.
;class;null	 course counseling	 positive positive	very easy class and everything is clear... he's very helpful!
;person;class	 teacher course	 positive negative	He is a very nice person but this class is rediculously hard, especially if you've never taken calc before.
;null	 course	 negative	it was difficult.
;teaching methods	 presentation	 negative	Old School teaching methods.
;prof	 teacher	 positive	Great Prof!
;null;null	 teacher knowledge	 positive positive	He seems like a cool guy and is extremely knowledgeable.
;anecdotes;material;examples;concepts	 presentation presentation presentation presentation	 positive positive positive positive	Yeah, a lot of people aren't going to need those anecdotes in order to understand the material, but a lot more will appreciate the examples because they aren't used to these concepts.
;null;english	 grading communication	 negative negative	she grades students very hard, and she does not know how to speak english very well.
;grade	 grading	 positive	She really cares about her students, and will help you in any way she can to get the best grade possible.
;concepts;zoological facts	 grading grading	 neutral neutral	You get an A if you studied the concepts rather than the trivial zoological facts he presents.
;class;null	 course teacher	 neutral negative	The class is ok, she takes it very serious.
;lecturer	 teacher	 positive	Good lecturer.
;lectures;material	 presentation presentation	 positive positive	Does a great job at explaining the material clearly, and her lectures are interesting and engaging.
;paper;presentation;exams;journals	 exam exam exam exam	 positive positive positive positive	Unlimited paper, presentation, 2 exams (15%) & journals.
;concepts	 presentation	 negative	He likes to teach the concepts and what's behind them rather than teaching you step-by-step processes, making it a little more difficult.
;group presentations	 exam	 neutral	Group presentations were horrible considering my group didn't do anything at all.
;teacher;tests	 teacher exam	 neutral neutral	I hear he used to be a fairly easy teacher then read his ratings and decided to toughen up... all of us got the 'new' Molumby... :( Also, Murray's tests are much easier!
;professor	 teacher	 positive	By far my favorite professor.
;teachers	 teacher	 positive	i have taken a few classes with her and she is by far one of the best teachers i have ever encountered.
;man	 teacher	 positive	brilliant and interesting man, as well as kind.
;null	 teacher	 positive	Makes jokes that only he finds funny.
;null	 teacher	 positive	I really enjoyed this class; needless to say I had almost no interest in ecology before Dr. Molumby.
;null	 teacher	 positive	I personally love her, this is the 2nd class I'm taking with her and I'll take another if I can.
;professor	 teacher	 positive	The most inspiring professor I've ever had.
;exams;class;null	 exam relevance teacher	 negative positive positive	The exams are brutal and come straight from the text, but nevertheless I felt I learned a lot in this class and all credit to Molumby.
;drafts;grade	 exam exam	 positive positive	He asks you send in rough drafts and then edits them for you to improve your grade!
;questions;exams	 exam exam	 negative negative	It's hard to get an A because his exams only contain 14 questions meaning you can only afford to get one wrong on each exam.
;lectures;clickers	 presentation presentation	 positive positive	"Neat lectures and uses ""who wants to be a millionare"" clickers."
;exams;diagrams	 exam exam	 positive positive	All exams include diagrams so you don't need to memorize.
;students	 teacher	 positive	She cares for her students and is passionate about what she teaches.
;null	 grading	 neutral	fair Curve
;null;null;material;group projects	 counseling teacher relevance exam	 positive positive positive positive	Genuinely nice guy, really cares about helping his students, has relevant material for lectures, and group projects are helpful.
;dude	 teacher	 positive	hes funny and chill dude,grabbed few beers with him just get on his good side and its all good.
;review sessions;exams;true/;false	 counseling exam exam exam	 positive positive positive positive	He holds review sessions (be grateful, not all college professors do this) and his exams are True/ False and can be confusing but it sets you up for BIO152
;hw;discussions;papers;labs;ta	 grading grading grading grading grading	 negative negative negative negative negative	T here aren't a lot of points and the hw, discussions, papers, labs are all graded by the tA and there is no rubric.
;clarification;assistance	 counseling counseling	 negative negative	When I ask him for clarification or assistance, he tells me I should have read or checked something.
;class;tests	 presentation exam	 negative negative	class is almost almost useless, hard to prepare for tests.
;attendance;topic	 exam exam	 negative negative	It was like he was testing us on our attendance instead of our understanding of the topic.
;null	 teacher	 positive	i love him!!
;section	 grading	 positive	he curved our section by ~4%.
;work	 presentation	 negative	Treats you like a child; gives you busy work.
;null	 teacher	 positive	He was nice, sweet and pushed me tho think in a whole new way!
;null	 counseling	 positive	If you don't get something, he'll teach it until you get it.
;tests	 exam	 negative	His tests are all T/F, but can be tricky.
;teaching	 teacher	 positive	the people who complain about his teaching are only the people that have problems with math and failed the course.
;problems;assignments;exams;grade	 exam exam exam grading	 negative negative negative negative	he gives homework problems on wiley that dont come close to problems u see on exams he also posts homework assignments late.he doesnt post grades on spark, and you cant bring up your grade other than exams
;participation	 communication	 negative	She grades too hard on participation...I answer questions way more than most people and only got a B for participation.
;exams	 exam	 neutral	Study up for exams &  you'll be ok.
;professor;lectures	 teacher presentation	 positive negative	Molumby is a cool professor, but his lectures are not that all interesting.
;prof	 teacher	 positive	Best prof ever!.I have been to colleges in Nigeria,Canada,&USA.Thats more than half way across the earth globe,and all thru the Atlantic ocean.I would say this is the best prof that ever lived on earth.
;null	 presentation	 negative	Prof is a nice guy but he shouldn't be teaching.
;class	 course	 negative	Tough class.
;null	 teacher	 positive	He is an extremely interesting and kind individual.
;problems;board	 presentation presentation	 negative negative	He doesn't complete problems he starts on the board and gets confused half way through them.
;class	 course	 neutral	Class was alrite, boring at times~ got a B
;professor	 teacher	 positive	Great professor.
;class	 teacher	 negative	did not fare well in his class
;attendance;test	 attendance exam	 negative neutral	attendance is mandatory but i did not see the point of going to his class because the test is made up of everything that's in the book.
;null	 teacher	 negative	Pathetic is a better word for it.
;teacher	 teacher	 negative	Unfortunately he is a terrible teacher.
;powerpoints;test	 presentation exam	 negative negative	Powerpoints are all over 100 slides and you have to know everything for the test.
;reading;note-taking;class	 course course course	 neutral neutral neutral	There's lots of reading and note-taking in his class.
;questions;reviews;quizzes	 communication counseling counseling	 positive positive positive	Allows you to ask questions and holds reviews every Thursday night for Friday quizzes.
;opinions	 teacher	 negative	Like somebody said, he is a picky guy and doesn't like disagreeing with his opinions.
;professor	 teacher	 positive	I am honestly looking forward to more classes with this professor.
